고객번호,문구류구매횟수,문구류1,문구류2,문구류3,문구류4,문구류5,문구류6
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,4.0,68589.0,9065.0,0.0,39908.0,0.0,0.0
98,9.0,0.0,66441.0,34911.0,21284.0,18204.0,0.0
99,2.0,0.0,0.0,0.0,0.0,42376.0,2574.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,3.0,0.0,0.0,0.0,1685.0,3236.0,0.0
106,6.0,22043.0,108468.0,0.0,0.0,0.0,5362.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,3.0,0.0,0.0,73212.0,8859.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,12.0,49203.0,94664.0,42707.0,61901.0,47534.0,0.0
111,2.0,0.0,0.0,0.0,0.0,0.0,29468.0
112,2.0,0.0,23692.0,0.0,4079.0,0.0,0.0
113,31.0,179197.0,132438.0,257089.0,13294.0,189983.0,10059.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1.0,0.0,0.0,0.0,3104.0,0.0,0.0
119,9.0,0.0,0.0,120100.0,0.0,40252.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,19.0,37886.0,15245.0,0.0,176303.0,79796.0,81498.0
122,64.0,118480.0,48743.0,735245.0,224991.0,308242.0,119029.0
123,1.0,0.0,0.0,11185.0,0.0,0.0,0.0
124,1.0,0.0,0.0,17964.0,0.0,0.0,0.0
125,1.0,0.0,0.0,0.0,2306.0,0.0,0.0
126,1.0,0.0,927.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,14.0,17890.0,40894.0,53247.0,2661.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,16.0,20271.0,1545.0,8701.0,16362.0,4854.0,751.0
133,3.0,0.0,0.0,12993.0,10021.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,102.0,24994.0,174284.0,215714.0,173289.0,76458.0,70131.0
137,3.0,0.0,0.0,70839.0,0.0,0.0,28953.0
138,2.0,0.0,0.0,0.0,1330.0,0.0,10723.0
139,2.0,0.0,0.0,6327.0,11972.0,0.0,0.0
140,1.0,1968.0,0.0,0.0,0.0,0.0,0.0
141,11.0,640.0,0.0,1695.0,6076.0,303.0,6862.0
143,20.0,6986.0,5254.0,11185.0,14811.0,4045.0,16943.0
144,79.0,181951.0,124640.0,556578.0,89038.0,72514.0,40749.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,30.0,15745.0,82921.0,89877.0,62966.0,93043.0,58978.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,1.0,0.0,0.0,0.0,0.0,9608.0,0.0
150,40.0,9181.0,39472.0,38919.0,16539.0,5764.0,13189.0
151,3.0,0.0,90338.0,0.0,93029.0,0.0,0.0
152,1.0,0.0,13906.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,16.0,41330.0,57685.0,37849.0,49397.0,43893.0,128789.0
159,4.0,0.0,0.0,0.0,0.0,52186.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,4.0,0.0,0.0,44966.0,37070.0,2023.0,0.0
163,10.0,33113.0,62733.0,62478.0,0.0,59104.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,32.0,52155.0,210385.0,89481.0,99247.0,191763.0,26272.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,2.0,0.0,0.0,45079.0,0.0,18710.0,0.0
169,1.0,0.0,0.0,0.0,0.0,1315.0,0.0
170,4.0,0.0,0.0,0.0,6545.0,41051.0,1394.0
171,1.0,0.0,0.0,2034.0,0.0,0.0,0.0
172,3.0,0.0,148435.0,110382.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,13.0,10776.0,3811.0,4633.0,798.0,16586.0,2091.0
176,4.0,0.0,0.0,2034.0,7627.0,5461.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,5.0,66808.0,0.0,0.0,27581.0,2023.0,0.0
180,1.0,4330.0,0.0,0.0,0.0,0.0,0.0
181,12.0,273568.0,306450.0,16518.0,0.0,0.0,198382.0
182,2.0,0.0,0.0,0.0,7184.0,0.0,0.0
183,14.0,1525.0,86835.0,39317.0,0.0,118025.0,38175.0
184,10.0,0.0,6181.0,0.0,142427.0,15979.0,27345.0
185,5.0,0.0,0.0,101287.0,0.0,0.0,0.0
186,6.0,0.0,0.0,107671.0,86555.0,0.0,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,4.0,0.0,0.0,5299.0,23856.0,0.0,1072.0
189,2.0,0.0,9270.0,0.0,0.0,0.0,0.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1.0,0.0,0.0,0.0,15431.0,0.0,0.0
193,2.0,0.0,0.0,0.0,0.0,1922.0,1501.0
194,1.0,2657.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,16.0,42451.0,1854.0,9603.0,0.0,61612.0,0.0
198,2.0,0.0,0.0,0.0,0.0,1699.0,44931.0
199,8.0,23617.0,12670.0,7853.0,0.0,7383.0,1823.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,4.0,1181.0,0.0,0.0,3529.0,14058.0,0.0
204,5.0,69474.0,0.0,1469.0,0.0,0.0,0.0
205,3.0,0.0,13329.0,7683.0,0.0,0.0,0.0
206,1.0,0.0,0.0,1243.0,0.0,0.0,0.0
207,4.0,0.0,4223.0,6666.0,7272.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,12.0,3443.0,1133.0,1243.0,3016.0,1416.0,5469.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,12.0,49350.0,0.0,9038.0,34587.0,3945.0,0.0
214,1.0,0.0,0.0,0.0,0.0,0.0,102301.0
215,5.0,13875.0,0.0,0.0,0.0,10822.0,0.0
216,4.0,1082.0,7365.0,0.0,0.0,0.0,0.0
217,9.0,7272.0,0.0,0.0,2731.0,0.0,185622.0
218,3.0,0.0,70046.0,0.0,0.0,0.0,56619.0
219,22.0,37472.0,108427.0,151508.0,10641.0,9001.0,29328.0
220,11.0,41429.0,3399.0,110722.0,22348.0,1112.0,47612.0
221,7.0,5185.0,1442.0,0.0,3281.0,11327.0,0.0
222,10.0,0.0,457564.0,383683.0,70592.0,82426.0,0.0
223,2.0,0.0,0.0,0.0,0.0,0.0,536170.0
224,3.0,0.0,0.0,0.0,55516.0,0.0,5898.0
225,1.0,0.0,0.0,0.0,0.0,5967.0,0.0
226,5.0,47785.0,0.0,0.0,24814.0,0.0,0.0
227,6.0,0.0,1030.0,2260.0,1330.0,2022.0,2413.0
228,14.0,135405.0,40998.0,28020.0,2128.0,109378.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,96.0,48415.0,143286.0,126086.0,210269.0,277011.0,198168.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,1.0,0.0,5150.0,0.0,0.0,0.0,0.0
237,3.0,0.0,0.0,0.0,50904.0,13047.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,1.0,24503.0,0.0,0.0,0.0,0.0,0.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,4.0,0.0,9168.0,104847.0,2217.0,0.0,0.0
243,3.0,0.0,9271.0,1808.0,4345.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2.0,12301.0,0.0,0.0,0.0,15170.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,14.0,11021.0,49650.0,10169.0,4257.0,2326.0,73992.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,3.0,0.0,0.0,0.0,90458.0,0.0,0.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,1.0,0.0,0.0,0.0,12327.0,0.0,0.0
253,8.0,0.0,186240.0,39250.0,2661.0,110845.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2.0,0.0,0.0,0.0,33700.0,4045.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,9.0,2657.0,3811.0,18528.0,0.0,0.0,10187.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,7.0,6002.0,0.0,0.0,10997.0,9304.0,1287.0
260,2.0,0.0,0.0,31973.0,0.0,0.0,0.0
261,11.0,46447.0,61908.0,0.0,57822.0,30948.0,15924.0
262,4.0,4822.0,86733.0,0.0,0.0,0.0,0.0
263,14.0,16040.0,0.0,1638.0,21152.0,1618.0,2252.0
264,6.0,1378.0,2524.0,0.0,0.0,910.0,322.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,12.0,103531.0,0.0,2147.0,21994.0,29835.0,9651.0
268,34.0,336745.0,53461.0,243248.0,233680.0,254962.0,59944.0
269,30.0,41094.0,125258.0,44175.0,2661.0,103664.0,54905.0
270,15.0,46231.0,9271.0,0.0,7344.0,26032.0,3110.0
271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,5.0,13678.0,13484.0,8925.0,0.0,0.0,1072.0
273,7.0,0.0,0.0,141157.0,48997.0,0.0,0.0
274,10.0,6052.0,0.0,1107.0,3636.0,3287.0,14230.0
275,3.0,0.0,0.0,0.0,0.0,10114.0,61124.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,5.0,5412.0,26782.0,6779.0,5764.0,0.0,0.0
279,4.0,0.0,0.0,0.0,0.0,8091.0,26057.0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,3.0,62684.0,0.0,0.0,61990.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2.0,0.0,38113.0,0.0,0.0,3641.0,0.0
284,3.0,0.0,0.0,0.0,1481.0,0.0,3217.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,5.0,0.0,1339.0,1808.0,0.0,0.0,7989.0
287,28.0,71539.0,21220.0,29149.0,21727.0,42376.0,16353.0
288,16.0,144607.0,61599.0,144051.0,0.0,0.0,211465.0
289,24.0,80595.0,142770.0,87560.0,19156.0,118632.0,59997.0
290,11.0,83487.0,13494.0,0.0,59950.0,25991.0,14263.0
291,3.0,0.0,5480.0,0.0,0.0,1820.0,6220.0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,1.0,0.0,0.0,0.0,0.0,0.0,4557.0
294,1.0,0.0,0.0,0.0,20397.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,6.0,0.0,27297.0,3389.0,32813.0,0.0,3217.0
298,3.0,1476.0,7623.0,0.0,0.0,0.0,12868.0
299,1.0,5314.0,0.0,0.0,0.0,0.0,0.0
300,24.0,13925.0,22868.0,21692.0,41947.0,67153.0,4611.0
301,1.0,0.0,0.0,3163.0,0.0,0.0,0.0
302,1.0,0.0,0.0,0.0,19510.0,0.0,0.0
303,2.0,0.0,2142.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,13.0,95158.0,4728.0,3357.0,41486.0,25082.0,0.0
306,3.0,90139.0,0.0,0.0,0.0,34791.0,0.0
307,9.0,16729.0,66801.0,22596.0,58442.0,31443.0,0.0
308,8.0,0.0,0.0,731778.0,0.0,0.0,0.0
309,10.0,69917.0,0.0,211206.0,110677.0,60075.0,0.0
310,5.0,0.0,28533.0,55135.0,0.0,1922.0,74957.0
311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,9.0,0.0,14782.0,14518.0,3104.0,6564.0,0.0
313,52.0,164442.0,146695.0,18982.0,56172.0,28571.0,76244.0
314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,6.0,46674.0,0.0,0.0,176126.0,0.0,64340.0
316,7.0,0.0,38937.0,13106.0,32458.0,67144.0,0.0
317,2.0,0.0,0.0,21240.0,0.0,0.0,119888.0
318,6.0,9555.0,43057.0,0.0,0.0,9911.0,75707.0
319,2.0,28045.0,0.0,0.0,0.0,0.0,0.0
320,10.0,0.0,19654.0,13445.0,0.0,0.0,61231.0
321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,35.0,3641.0,68604.0,71630.0,21284.0,29684.0,103890.0
323,17.0,32956.0,3914.0,52084.0,26428.0,0.0,77744.0
324,39.0,98798.0,7828.0,501861.0,601018.0,201462.0,62196.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,15.0,20567.0,0.0,0.0,24166.0,42881.0,8794.0
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,1.0,0.0,0.0,0.0,0.0,1315.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,2.0,0.0,0.0,0.0,49219.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,4.0,13580.0,1854.0,0.0,2439.0,0.0,0.0
337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,16.0,0.0,57169.0,3276.0,9223.0,3034.0,20246.0
339,16.0,0.0,0.0,23783.0,5587.0,10418.0,8364.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,9.0,0.0,0.0,0.0,179497.0,139264.0,66271.0
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,1.0,1574.0,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,25.0,31046.0,3708.0,24053.0,58087.0,1820.0,1072.0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,19.0,48160.0,49805.0,33589.0,28556.0,11428.0,0.0
350,9.0,0.0,3296.0,14575.0,1064.0,6321.0,16568.0
351,3.0,0.0,32448.0,0.0,44963.0,0.0,3592.0
352,3.0,0.0,0.0,1638.0,72721.0,0.0,2145.0
353,7.0,0.0,37083.0,258162.0,0.0,0.0,5361.0
354,4.0,6494.0,2884.0,0.0,0.0,0.0,965.0
355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,4.0,28538.0,0.0,0.0,0.0,0.0,87717.0
357,8.0,0.0,13185.0,15591.0,0.0,36206.0,26594.0
358,2.0,22417.0,26679.0,0.0,0.0,0.0,0.0
359,2.0,0.0,47281.0,0.0,0.0,0.0,0.0
360,16.0,0.0,31469.0,18981.0,11529.0,67406.0,98334.0
361,2.0,8660.0,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,2.0,0.0,0.0,119081.0,0.0,0.0,0.0
364,2.0,0.0,0.0,16947.0,0.0,1315.0,0.0
365,9.0,13728.0,1133.0,7457.0,3104.0,8597.0,0.0
366,5.0,2952.0,4430.0,1638.0,0.0,0.0,1609.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,22.0,0.0,171715.0,163257.0,224635.0,35195.0,176185.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,8.0,18549.0,0.0,3389.0,11795.0,11023.0,0.0
371,48.0,125340.0,23898.0,0.0,116034.0,115083.0,174715.0
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,9.0,0.0,0.0,22370.0,35296.0,107305.0,71203.0
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,5.0,10234.0,25598.0,0.0,905.0,0.0,0.0
376,1.0,1328.0,0.0,0.0,0.0,0.0,0.0
377,8.0,0.0,84673.0,5084.0,108638.0,0.0,0.0
378,5.0,0.0,0.0,84736.0,0.0,13148.0,63268.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,4.0,61100.0,0.0,0.0,0.0,0.0,24128.0
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,22.0,9054.0,6799.0,31861.0,4434.0,27306.0,17082.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2.0,62114.0,0.0,5875.0,0.0,0.0,0.0
387,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,2.0,0.0,0.0,0.0,22171.0,0.0,85573.0
389,20.0,3445.0,8343.0,1017.0,10863.0,6776.0,12278.0
390,5.0,28341.0,0.0,2011.0,10287.0,0.0,24771.0
391,24.0,42265.0,42540.0,6384.0,0.0,0.0,2359.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,16.0,18255.0,14524.0,9716.0,0.0,3843.0,12868.0
396,1.0,0.0,0.0,0.0,1596.0,0.0,0.0
397,3.0,4084.0,1854.0,0.0,0.0,0.0,0.0
398,1.0,0.0,0.0,0.0,887.0,0.0,0.0
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,3.0,13580.0,14215.0,0.0,0.0,25790.0,0.0
401,1.0,0.0,0.0,0.0,36183.0,0.0,0.0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,3.0,984.0,0.0,0.0,1419.0,0.0,3860.0
404,9.0,8168.0,0.0,70443.0,0.0,0.0,8203.0
405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,7.0,3936.0,26576.0,5310.0,4718.0,3772.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,2.0,0.0,133808.0,0.0,35385.0,0.0,0.0
409,7.0,44972.0,43058.0,0.0,46027.0,10316.0,9330.0
410,3.0,0.0,0.0,30505.0,0.0,0.0,4075.0
411,9.0,137423.0,33993.0,0.0,0.0,0.0,7721.0
412,2.0,0.0,2781.0,0.0,922.0,0.0,0.0
413,13.0,0.0,0.0,84295.0,45672.0,82951.0,0.0
414,7.0,0.0,34817.0,0.0,153068.0,95977.0,0.0
415,2.0,0.0,0.0,0.0,0.0,1011.0,10616.0
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,6.0,6888.0,0.0,15817.0,11796.0,12136.0,0.0
418,3.0,0.0,0.0,0.0,9932.0,0.0,6434.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,1.0,0.0,0.0,0.0,0.0,68772.0,0.0
421,96.0,223776.0,403072.0,416051.0,124512.0,177088.0,170718.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,2.0,0.0,10095.0,0.0,0.0,0.0,3753.0
425,5.0,11907.0,0.0,0.0,0.0,0.0,7721.0
426,1.0,0.0,4635.0,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,1.0,0.0,0.0,0.0,0.0,0.0,21340.0
430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,5.0,0.0,114392.0,0.0,24654.0,0.0,21340.0
434,5.0,38082.0,9065.0,36945.0,0.0,0.0,0.0
435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,1.0,0.0,0.0,0.0,0.0,4652.0,0.0
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,2.0,1555.0,0.0,0.0,4345.0,0.0,0.0
439,4.0,6003.0,6994.0,0.0,0.0,0.0,0.0
440,12.0,9644.0,78698.0,42933.0,23767.0,72514.0,14691.0
