고객번호,명품구매횟수,명품1,명품2,명품3,명품4,명품5,명품6
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,1.0,0.0,0.0,0.0,0.0,0.0,63268.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,3.0,0.0,0.0,0.0,16850.0,0.0,63054.0
180,18.0,212674.0,1159105.0,0.0,1720792.0,6109637.0,1617218.0
181,1.0,0.0,0.0,0.0,221709.0,0.0,0.0
182,1.0,0.0,0.0,753469.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,4.0,0.0,2410402.0,254207.0,0.0,0.0,770155.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,3.0,0.0,216318.0,0.0,0.0,5671689.0,0.0
187,2.0,761196.0,0.0,0.0,0.0,0.0,0.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,20.0,68195.0,194996.0,86995.0,173616.0,542492.0,1321798.0
190,4.0,2971848.0,0.0,0.0,487760.0,0.0,0.0
191,9.0,835010.0,1537353.0,110721.0,344040.0,0.0,0.0
192,11.0,460538.0,1710973.0,1473270.0,7440556.0,0.0,2175779.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,1.0,0.0,0.0,0.0,75487.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,1.0,0.0,0.0,45079.0,0.0,0.0,0.0
199,1.0,0.0,0.0,0.0,0.0,217543.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,10.0,0.0,312168.0,684777.0,364490.0,1849721.0,120209.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,3.0,0.0,29873.0,21466.0,0.0,0.0,35280.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,14.0,8561281.0,7239445.0,2022357.0,2090273.0,1505910.0,0.0
209,3.0,0.0,29873.0,361539.0,531037.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,8.0,0.0,0.0,1414577.0,0.0,3162553.0,0.0
212,4.0,0.0,0.0,90385.0,0.0,0.0,1675800.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2.0,78823.0,7211.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,53.0,0.0,6791256.0,20069431.0,3346210.0,2094520.0,8208715.0
219,1.0,0.0,0.0,0.0,0.0,0.0,255217.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,6.0,635700.0,566547.0,0.0,705034.0,0.0,104017.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,7.0,824638.0,0.0,17102926.0,0.0,0.0,0.0
225,4.0,610163.0,0.0,0.0,328573.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,8.0,133871.0,0.0,0.0,534984.0,0.0,1705879.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,2.0,0.0,0.0,4075783.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,2.0,0.0,0.0,0.0,0.0,0.0,304115.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,13.0,963834.0,1097042.0,418029.0,474369.0,1459437.0,0.0
238,1.0,0.0,0.0,0.0,124689.0,0.0,0.0
239,23.0,326303.0,416134.0,1634234.0,127217.0,325708.0,1019829.0
240,6.0,0.0,3759299.0,360974.0,0.0,0.0,0.0
241,1.0,0.0,0.0,0.0,0.0,0.0,546894.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,3.0,0.0,225589.0,14461547.0,0.0,725143.0,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,15.0,20299585.0,424344.0,588178.0,0.0,697836.0,2707660.0
250,6.0,431902.0,3205834.0,0.0,532252.0,0.0,661098.0
251,3.0,0.0,256347.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,3.0,315508.0,0.0,0.0,0.0,0.0,301113.0
254,52.0,6353652.0,2631356.0,7082656.0,12927543.0,29363430.0,16642245.0
255,57.0,10833682.0,6080887.0,1458729.0,1600029.0,3476711.0,6564258.0
256,33.0,2182802.0,5030396.0,7574621.0,11315941.0,2598277.0,2443650.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,44.0,16617249.0,16767354.0,10476826.0,10962447.0,13077856.0,50197551.0
259,1.0,0.0,0.0,0.0,0.0,0.0,73992.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,3.0,2394157.0,108159.0,0.0,0.0,0.0,0.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,14.0,1675157.0,0.0,3714608.0,0.0,4104492.0,0.0
266,3.0,0.0,0.0,0.0,825644.0,115001.0,0.0
267,6.0,557733.0,0.0,0.0,217009.0,422747.0,193021.0
268,13.0,0.0,5495387.0,0.0,1137367.0,2518278.0,1248955.0
269,5.0,137423.0,115761.0,596821.0,0.0,305531.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,1.0,0.0,0.0,0.0,0.0,353975.0,0.0
272,3.0,0.0,0.0,381876.0,0.0,258098.0,0.0
273,17.0,0.0,0.0,2955578.0,751150.0,917604.0,838088.0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,8.0,0.0,103833.0,1925870.0,31128.0,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2.0,0.0,67811.0,0.0,0.0,0.0,1499776.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,17.0,0.0,3073726.0,7400900.0,0.0,9851829.0,2211006.0
280,5.0,860064.0,1389586.0,0.0,22171.0,0.0,0.0
281,2.0,0.0,0.0,0.0,0.0,803017.0,3009309.0
282,9.0,0.0,0.0,1500837.0,3314284.0,0.0,0.0
283,12.0,1682735.0,1680122.0,425248.0,1010151.0,0.0,397602.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,1.0,0.0,0.0,0.0,0.0,0.0,616328.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2.0,0.0,1176874.0,0.0,0.0,0.0,0.0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,5.0,185593.0,168903.0,0.0,1272166.0,60530.0,0.0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,8.0,0.0,1335249.0,892267.0,2081804.0,0.0,212323.0
295,7.0,0.0,267410.0,1015698.0,432776.0,818188.0,0.0
296,3.0,0.0,0.0,0.0,0.0,0.0,302807.0
297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,15.0,0.0,1541184.0,4005171.0,6492262.0,11059186.0,9930409.0
299,2.0,1357996.0,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,8.0,221412.0,0.0,0.0,1758995.0,0.0,2156584.0
302,2.0,0.0,0.0,0.0,0.0,0.0,363523.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,2.0,0.0,0.0,0.0,0.0,0.0,4380512.0
305,15.0,0.0,0.0,1279373.0,4417508.0,0.0,3834261.0
306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,10.0,2460138.0,695308.0,1734256.0,574670.0,3994859.0,820341.0
308,4.0,0.0,0.0,449664.0,2829008.0,0.0,0.0
309,3.0,117792.0,0.0,0.0,0.0,50568.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,34.0,327197.0,457255.0,227768.0,406693.0,80706.0,657237.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,1.0,0.0,0.0,0.0,134462.0,0.0,0.0
314,13.0,0.0,533522.0,207681.0,938362.0,330511.0,2248699.0
315,9.0,2776512.0,0.0,72805.0,16850.0,297966.0,21421763.0
316,3.0,0.0,0.0,0.0,1308394.0,0.0,0.0
317,1.0,0.0,0.0,138458.0,0.0,0.0,0.0
318,2.0,0.0,0.0,432491.0,7982.0,0.0,0.0
319,5.0,0.0,0.0,0.0,429229.0,0.0,344328.0
320,2.0,0.0,0.0,11072.0,131961.0,0.0,0.0
321,4.0,0.0,0.0,4530532.0,0.0,0.0,155865.0
322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,16.0,875809.0,0.0,1770410.0,4443936.0,0.0,2117552.0
324,8.0,0.0,0.0,5965388.0,0.0,1522091.0,0.0
325,29.0,4779900.0,4078215.0,3462186.0,620209.0,271044.0,278862.0
326,3.0,0.0,0.0,0.0,21195.0,0.0,490167.0
327,7.0,2019774.0,2789474.0,0.0,0.0,15170352.0,0.0
328,3.0,0.0,0.0,0.0,0.0,2340483.0,0.0
329,7.0,3750038.0,4519091.0,0.0,894640.0,0.0,0.0
330,1.0,0.0,0.0,0.0,0.0,29329.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,13.0,1159118.0,388498.0,177097.0,0.0,1105413.0,271302.0
333,1.0,0.0,0.0,0.0,34587.0,0.0,0.0
334,1.0,0.0,0.0,0.0,0.0,0.0,320898.0
335,23.0,0.0,0.0,1847654.0,1543822.0,6436487.0,2096748.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,3.0,0.0,0.0,0.0,0.0,0.0,914288.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,1.0,0.0,0.0,111851.0,0.0,0.0,0.0
341,16.0,234697.0,3479632.0,0.0,1863685.0,503959.0,802111.0
342,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,7.0,1372757.0,611613.0,266183.0,0.0,0.0,3194717.0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,5.0,0.0,680115.0,0.0,5091326.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,2.0,0.0,30903.0,0.0,0.0,164851.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,6.0,0.0,457667.0,508866.0,0.0,0.0,31098.0
350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,2.0,0.0,87094.0,0.0,0.0,151704.0,0.0
352,34.0,4566902.0,4896515.0,0.0,1219666.0,19911764.0,2680262.0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,11.0,0.0,0.0,199298.0,5240536.0,1037652.0,0.0
356,1.0,0.0,0.0,0.0,21018.0,0.0,0.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,6.0,0.0,11393.0,82476.0,0.0,0.0,204335.0
359,1.0,0.0,382162.0,0.0,0.0,0.0,0.0
360,2.0,0.0,0.0,0.0,44076.0,0.0,38604.0
361,42.0,2329455.0,5366542.0,849040.0,1058573.0,1147232.0,1006176.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,21.0,87581.0,6262122.0,0.0,0.0,991838.0,1213514.0
364,3.0,0.0,288425.0,0.0,0.0,0.0,0.0
365,7.0,0.0,535233.0,712909.0,0.0,0.0,289532.0
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,29.0,2921925.0,1856008.0,1938411.0,1836105.0,6216052.0,6892930.0
368,1.0,0.0,0.0,0.0,0.0,321864.0,0.0
369,3.0,0.0,0.0,65529.0,0.0,25284.0,0.0
370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,20.0,0.0,0.0,0.0,7835198.0,6300754.0,15956430.0
374,9.0,0.0,5489845.0,48299.0,924970.0,0.0,428936.0
375,3.0,0.0,0.0,0.0,615021.0,150692.0,42894.0
376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,8.0,1746698.0,625314.0,0.0,2466150.0,104726.0,60609.0
378,15.0,0.0,3408813.0,2120877.0,1416321.0,143158.0,912776.0
379,4.0,0.0,78091.0,0.0,0.0,2844895.0,0.0
380,2.0,0.0,0.0,66545.0,0.0,0.0,0.0
381,4.0,0.0,0.0,1076967.0,0.0,286315.0,310711.0
382,17.0,4955801.0,2378984.0,3475178.0,2423014.0,0.0,7413037.0
383,5.0,0.0,0.0,0.0,1465177.0,2127379.0,0.0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,10.0,2598988.0,8241.0,166082.0,935612.0,376629.0,40749.0
387,24.0,0.0,30903.0,6711457.0,5728607.0,7188805.0,3667501.0
388,23.0,597371.0,9485797.0,4612364.0,16608755.0,9917364.0,12683538.0
389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,21.0,1973425.0,3861073.0,5015785.0,0.0,0.0,2412767.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,36.0,6483940.0,11007543.0,0.0,7167808.0,10258646.0,20702801.0
394,1.0,110313.0,0.0,0.0,0.0,0.0,0.0
395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,1.0,0.0,0.0,0.0,251063.0,0.0,0.0
398,15.0,0.0,1465030.0,5667118.0,0.0,0.0,7274458.0
399,105.0,9965244.0,10729143.0,7132278.0,9216141.0,10175129.0,13211044.0
400,7.0,0.0,1164513.0,0.0,4821328.0,839386.0,0.0
401,9.0,1410151.0,0.0,426638.0,0.0,8650741.0,0.0
402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,1.0,0.0,39143.0,0.0,0.0,0.0,0.0
405,2.0,0.0,0.0,311262.0,44253.0,0.0,0.0
406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,7.0,0.0,346109.0,0.0,1206097.0,0.0,3131234.0
408,40.0,3466630.0,19923930.0,21490085.0,69159028.0,7231201.0,0.0
409,7.0,0.0,278123.0,0.0,97224.0,0.0,150943.0
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,9.0,577247.0,341525.0,0.0,2881330.0,432355.0,1287666.0
412,1.0,0.0,442937.0,0.0,0.0,0.0,0.0
413,10.0,1458370.0,0.0,7422852.0,0.0,6398046.0,0.0
414,17.0,2802343.0,146293.0,0.0,887723.0,1873033.0,855675.0
415,1.0,0.0,0.0,0.0,0.0,0.0,20374.0
416,32.0,14629597.0,2702596.0,4378572.0,4468279.0,2544067.0,1308470.0
417,9.0,412417.0,0.0,0.0,285517.0,778138.0,0.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,14.0,0.0,1534983.0,1418531.0,1418495.0,2495675.0,612253.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,22.0,216787.0,285333.0,519033.0,23590.0,279134.0,333605.0
422,1.0,0.0,0.0,0.0,0.0,0.0,32170.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,4.0,0.0,46385.0,1115686.0,0.0,0.0,0.0
427,2.0,0.0,0.0,0.0,0.0,3499294.0,0.0
428,5.0,830789.0,0.0,2473151.0,49485.0,0.0,117957.0
