고객번호,생활잡화구매횟수,생활잡화1,생활잡화2,생활잡화3,생활잡화4,생활잡화5,생활잡화6,생활잡화7
66,173.0,84467.0,113239.0,191935.0,155672.0,67273.0,132003.0,59684.0
67,129.0,159791.0,69099.0,115115.0,114650.0,77833.0,147681.0,127872.0
68,40.0,229030.0,82974.0,66150.0,12416.0,159491.0,26121.0,113298.0
69,221.0,115605.0,159236.0,127170.0,121037.0,74364.0,171519.0,211800.0
70,16.0,8335.0,23898.0,52005.0,0.0,2023.0,141142.0,56.0
71,60.0,33841.0,38370.0,13986.0,12878.0,89101.0,37124.0,48201.0
72,104.0,29601.0,129946.0,142774.0,71959.0,89261.0,116941.0,126755.0
73,36.0,269266.0,587098.0,231611.0,653715.0,80989.0,0.0,11645.0
74,51.0,8601.0,151073.0,195568.0,21506.0,91426.0,67128.0,15407.0
75,44.0,48216.0,39916.0,57315.0,22890.0,25284.0,18379.0,35185.0
76,75.0,212948.0,311703.0,109026.0,112983.0,45511.0,136539.0,89703.0
77,50.0,28439.0,100329.0,241577.0,9711.0,13330.0,158760.0,35645.0
78,85.0,152538.0,49960.0,511398.0,203767.0,258977.0,452119.0,277607.0
79,128.0,27994.0,119481.0,39707.0,70881.0,42528.0,202030.0,77783.0
80,62.0,35731.0,69614.0,127193.0,89748.0,65403.0,42679.0,38112.0
81,26.0,96555.0,138465.0,203411.0,99459.0,127431.0,227681.0,93061.0
82,168.0,209102.0,575128.0,255888.0,385614.0,458408.0,231272.0,145443.0
83,46.0,36410.0,91731.0,49993.0,30772.0,20379.0,157195.0,323397.0
84,55.0,356011.0,21632.0,191309.0,207502.0,227292.0,502230.0,70671.0
85,46.0,86598.0,65822.0,113941.0,171533.0,284232.0,308941.0,94986.0
86,147.0,206544.0,126422.0,79528.0,399273.0,171456.0,90978.0,558812.0
87,18.0,374.0,36835.0,16834.0,131234.0,152857.0,3624.0,10654.0
88,94.0,396555.0,183146.0,307893.0,224210.0,99342.0,192021.0,1667731.0
89,174.0,66520.0,984608.0,335949.0,80532.0,157021.0,344328.0,282031.0
90,36.0,345187.0,128194.0,247902.0,110029.0,1144048.0,399747.0,169936.0
91,129.0,294741.0,210706.0,243766.0,140095.0,174588.0,340875.0,235661.0
92,243.0,397041.0,431812.0,1095993.0,276614.0,356146.0,333015.0,597924.0
93,6.0,0.0,48908.0,58818.0,0.0,8465.0,0.0,29732.0
94,119.0,31490.0,327156.0,395963.0,284161.0,165822.0,154043.0,267569.0
95,88.0,35327.0,96084.0,25501.0,33844.0,6067.0,38088.0,81717.0
96,56.0,134165.0,168183.0,157213.0,89084.0,67094.0,11689.0,254698.0
97,107.0,1158262.0,17618976.0,2009714.0,690482.0,1890600.0,13802117.0,333837.0
98,27.0,256150.0,49815.0,146547.0,33026.0,1312134.0,0.0,0.0
99,144.0,388801.0,999328.0,571255.0,103893.0,706692.0,454285.0,1582374.0
100,23.0,148611.0,121963.0,61935.0,55427.0,52590.0,20589.0,212711.0
101,47.0,74785.0,22146.0,124392.0,19334.0,9103.0,7507.0,5631.0
102,98.0,171431.0,144130.0,155123.0,193649.0,419612.0,687917.0,50860.0
103,32.0,31154.0,26608.0,13605.0,27821.0,13369.0,41081.0,6690.0
104,124.0,46821.0,34588.0,65255.0,119512.0,132586.0,133399.0,67439.0
105,105.0,152577.0,215710.0,728634.0,108628.0,92298.0,172688.0,125202.0
106,53.0,186183.0,236856.0,57959.0,57688.0,133548.0,56277.0,55974.0
107,78.0,434142.0,76845.0,183639.0,58213.0,247116.0,166416.0,194421.0
108,65.0,102931.0,138135.0,126980.0,83274.0,72716.0,390127.0,71685.0
109,87.0,270398.0,25391.0,95504.0,45593.0,17122.0,80286.0,146186.0
110,114.0,58660.0,126433.0,261439.0,182680.0,241299.0,85360.0,149619.0
111,34.0,9939.0,14308.0,85042.0,12949.0,20327.0,35204.0,2882.0
112,41.0,26865.0,67985.0,167824.0,47091.0,39533.0,58979.0,478141.0
113,175.0,374423.0,362282.0,878154.0,899413.0,629559.0,1218191.0,905893.0
114,33.0,42599.0,35312.0,69540.0,14544.0,83012.0,66594.0,49329.0
115,48.0,83222.0,37031.0,120041.0,109312.0,64707.0,73230.0,11262.0
116,51.0,25673.0,27720.0,41972.0,11441.0,15272.0,28385.0,27333.0
117,139.0,50235.0,69926.0,476626.0,118860.0,234717.0,530200.0,149901.0
118,15.0,1968.0,30480.0,0.0,73475.0,267119.0,10723.0,42797.0
119,127.0,177925.0,217255.0,349090.0,196231.0,470667.0,411349.0,359130.0
120,35.0,52372.0,270912.0,256353.0,77510.0,69459.0,229546.0,243265.0
121,24.0,44086.0,0.0,7005.0,45433.0,25992.0,12117.0,96935.0
122,80.0,254743.0,230109.0,277774.0,186724.0,76155.0,288309.0,302371.0
123,74.0,104506.0,41049.0,216247.0,96834.0,82425.0,186490.0,76966.0
124,49.0,105264.0,76638.0,158523.0,27847.0,24273.0,87298.0,98995.0
125,43.0,146014.0,74795.0,51011.0,21461.0,128847.0,289585.0,0.0
126,60.0,122329.0,53585.0,70896.0,74006.0,84853.0,353593.0,39982.0
127,34.0,108788.0,70984.0,69968.0,19590.0,66821.0,1822.0,6307.0
128,61.0,65881.0,37527.0,25059.0,51951.0,20226.0,46947.0,48247.0
129,52.0,65607.0,117697.0,13648.0,141966.0,24960.0,12052.0,17231.0
130,96.0,134678.0,312415.0,145102.0,220095.0,37775.0,179207.0,219895.0
131,255.0,388404.0,763583.0,1602986.0,468187.0,279177.0,1355257.0,868750.0
132,117.0,21550.0,123076.0,89344.0,201679.0,310951.0,153581.0,21950.0
133,56.0,44086.0,220232.0,178962.0,73697.0,48899.0,104714.0,50850.0
134,76.0,3620536.0,166050.0,320866.0,180188.0,1203566.0,1504066.0,698553.0
135,21.0,9841.0,25237.0,6779.0,67843.0,60076.0,82999.0,144675.0
136,10.0,0.0,58715.0,0.0,46115.0,0.0,270659.0,112623.0
137,54.0,102234.0,66739.0,1330235.0,199209.0,32010.0,492055.0,20914.0
138,65.0,155953.0,77524.0,212811.0,92462.0,66587.0,166695.0,142706.0
139,183.0,349350.0,259130.0,300269.0,258568.0,150804.0,988033.0,678329.0
140,41.0,25988.0,96384.0,466893.0,271992.0,370561.0,116992.0,0.0
141,122.0,64600.0,98289.0,105297.0,48643.0,117914.0,137934.0,98361.0
143,117.0,36114.0,60979.0,102826.0,81945.0,53095.0,159617.0,165228.0
144,372.0,269372.0,1116544.0,1963436.0,402223.0,337309.0,181482.0,1248374.0
145,52.0,748.0,207254.0,78307.0,1095004.0,304905.0,191896.0,562991.0
146,25.0,12793.0,1562816.0,24935.0,60829.0,61287.0,20374.0,0.0
147,161.0,270280.0,377290.0,868891.0,425495.0,557237.0,144615.0,955266.0
148,73.0,54358.0,53894.0,67799.0,48810.0,45309.0,88049.0,65164.0
149,19.0,10037.0,1030.0,54073.0,95955.0,728.0,137731.0,992.0
150,91.0,128192.0,125158.0,206640.0,101737.0,43488.0,114761.0,72360.0
151,38.0,109968.0,903796.0,405905.0,18535.0,108407.0,4311.0,54959.0
152,95.0,470489.0,636140.0,524391.0,380763.0,85813.0,62248.0,30747.0
153,60.0,53038.0,23568.0,66490.0,34588.0,40555.0,23913.0,66470.0
154,13.0,26176.0,12464.0,25206.0,23740.0,0.0,45446.0,9573.0
155,69.0,451189.0,92192.0,141565.0,244015.0,143582.0,258306.0,4990771.0
156,40.0,310874.0,835307.0,320561.0,106864.0,265411.0,44545.0,69545.0
157,95.0,174905.0,27255.0,137462.0,163719.0,158955.0,252557.0,143414.0
158,65.0,33506.0,23578.0,47170.0,36709.0,5442.0,74814.0,53821.0
159,35.0,87502.0,0.0,255393.0,5170.0,699434.0,2208732.0,62449.0
160,68.0,232522.0,48444.0,233055.0,127350.0,187828.0,75975.0,58610.0
161,29.0,70556.0,1553597.0,418492.0,307990.0,130061.0,1984.0,164992.0
162,127.0,378437.0,99897.0,1091180.0,315298.0,184856.0,176988.0,179806.0
163,148.0,85904.0,86067.0,197070.0,93229.0,164405.0,82313.0,204254.0
164,48.0,0.0,37669.0,53812.0,116052.0,118127.0,23344.0,207465.0
165,17.0,492.0,40173.0,123455.0,0.0,5017.0,0.0,195064.0
166,139.0,0.0,567228.0,321115.0,471404.0,349345.0,385913.0,577812.0
167,51.0,17466.0,12289.0,31702.0,1165887.0,284343.0,277844.0,139044.0
168,68.0,187561.0,1488341.0,68693.0,97199.0,72573.0,382428.0,243561.0
169,68.0,95058.0,30645.0,51303.0,7096.0,15797.0,76832.0,77866.0
170,118.0,60922.0,103792.0,164340.0,70061.0,101987.0,109390.0,195173.0
171,88.0,59240.0,115835.0,526434.0,5097302.0,156507.0,113216.0,102286.0
172,71.0,61799.0,352721.0,97117.0,92551.0,157962.0,96178.0,270497.0
173,140.0,47115.0,56789.0,123794.0,46473.0,85345.0,69451.0,96902.0
175,464.0,336455.0,363031.0,346087.0,269756.0,391989.0,349223.0,452002.0
176,107.0,382738.0,174073.0,480712.0,112788.0,37501.0,133978.0,185511.0
177,50.0,214475.0,312065.0,250388.0,409071.0,419420.0,238381.0,52933.0
178,87.0,50069.0,59922.0,41168.0,22551.0,108761.0,54226.0,127252.0
179,122.0,105098.0,315074.0,70443.0,139587.0,255248.0,300095.0,166434.0
180,61.0,287045.0,493558.0,124393.0,18047.0,81566.0,25629.0,39305.0
181,51.0,151544.0,48331.0,193085.0,85403.0,172407.0,245598.0,60086.0
182,78.0,36508.0,23939.0,72646.0,302868.0,185664.0,61358.0,49889.0
183,248.0,169345.0,58403.0,183031.0,159916.0,238942.0,108378.0,145899.0
184,99.0,140208.0,1609158.0,791689.0,118969.0,665837.0,290797.0,325287.0
185,223.0,0.0,118645.0,221530.0,335688.0,483720.0,440275.0,256040.0
186,120.0,56956.0,164134.0,261403.0,86139.0,317688.0,365874.0,701191.0
187,104.0,313225.0,105748.0,43837.0,125930.0,833559.0,318969.0,842404.0
188,193.0,99839.0,96809.0,152476.0,110801.0,85669.0,69501.0,77946.0
189,69.0,124867.0,334839.0,341179.0,921590.0,179062.0,263872.0,227916.0
190,64.0,96575.0,137444.0,114167.0,148234.0,308869.0,314495.0,181999.0
191,43.0,337492.0,333398.0,266329.0,326045.0,481750.0,637924.0,158020.0
192,88.0,13777.0,289622.0,185424.0,100478.0,17092.0,102193.0,890980.0
193,42.0,56957.0,70457.0,59032.0,45716.0,48041.0,86915.0,38742.0
194,133.0,56238.0,382165.0,153763.0,134403.0,77278.0,109174.0,152356.0
195,70.0,37433.0,27298.0,69777.0,55455.0,34689.0,61681.0,99263.0
196,163.0,642509.0,277495.0,705477.0,288070.0,358252.0,239635.0,964662.0
197,171.0,579406.0,197189.0,343021.0,212755.0,140153.0,450749.0,1045368.0
198,63.0,21304.0,45222.0,45647.0,15831.0,50175.0,67181.0,75625.0
199,110.0,73153.0,138423.0,86069.0,83850.0,58163.0,93635.0,86338.0
200,151.0,380572.0,179697.0,214991.0,143773.0,864578.0,192227.0,154810.0
201,105.0,699792.0,285529.0,640092.0,275495.0,299099.0,153711.0,211617.0
202,157.0,168998.0,103270.0,116183.0,235529.0,812806.0,103114.0,86625.0
203,52.0,56829.0,89051.0,32120.0,33836.0,37419.0,19194.0,47695.0
204,48.0,27131.0,137691.0,13546.0,39996.0,8243.0,81048.0,52989.0
205,156.0,334282.0,163496.0,275908.0,156481.0,103058.0,196657.0,211864.0
206,101.0,53011.0,41592.0,92316.0,82428.0,49528.0,15228.0,16621.0
207,87.0,42294.0,113412.0,56320.0,148794.0,51579.0,128755.0,116249.0
208,9.0,590.0,29873.0,1356.0,532.0,2670.0,19430.0,743.0
209,30.0,26569.0,63865.0,187378.0,61015.0,23260.0,312050.0,15317.0
210,72.0,37217.0,45118.0,88056.0,81048.0,78440.0,71159.0,167640.0
211,36.0,283151.0,33221.0,37396.0,35065.0,21643.0,58572.0,126790.0
212,172.0,132127.0,813448.0,536083.0,1701529.0,141112.0,152865.0,219625.0
213,398.0,431089.0,248678.0,264234.0,223372.0,491659.0,530785.0,541630.0
214,127.0,335759.0,93479.0,439564.0,92974.0,69411.0,76672.0,324760.0
215,102.0,54231.0,174895.0,143100.0,89935.0,261608.0,181977.0,151917.0
216,32.0,51555.0,11434.0,39723.0,10908.0,41011.0,35098.0,38618.0
217,69.0,502272.0,229814.0,129577.0,145591.0,42102.0,474822.0,51941.0
218,20.0,355863.0,75196.0,62817.0,100523.0,132993.0,50400.0,32661.0
219,54.0,105540.0,0.0,179695.0,164273.0,94037.0,74848.0,0.0
220,271.0,226691.0,289032.0,242639.0,272765.0,220749.0,419206.0,332552.0
221,88.0,152015.0,43078.0,104721.0,98238.0,129989.0,98096.0,147714.0
222,94.0,80790.0,40174.0,139757.0,101587.0,129938.0,976352.0,368131.0
223,66.0,134323.0,2851289.0,138515.0,681223.0,264702.0,2620125.0,3939112.0
224,5.0,36085.0,28842.0,150377.0,3193.0,0.0,0.0,18831.0
225,109.0,1747594.0,1749581.0,1383361.0,512008.0,508470.0,626322.0,454028.0
226,53.0,66975.0,256347.0,54875.0,143863.0,192421.0,106302.0,82305.0
227,86.0,28656.0,29820.0,82261.0,58402.0,8950.0,18499.0,37704.0
228,229.0,140135.0,131403.0,186742.0,106400.0,210127.0,230875.0,278571.0
229,86.0,210843.0,106509.0,865186.0,38631.0,309435.0,81766.0,416527.0
230,88.0,244931.0,117697.0,114564.0,220698.0,253893.0,199125.0,212068.0
231,78.0,78330.0,79471.0,57169.0,51765.0,29733.0,97093.0,64249.0
232,66.0,24030.0,35209.0,22190.0,39011.0,13744.0,36806.0,12962.0
233,68.0,24699.0,89050.0,52365.0,157900.0,16161.0,46915.0,688486.0
234,42.0,53041.0,68449.0,68692.0,340404.0,53440.0,166804.0,33562.0
235,79.0,73116.0,118740.0,442626.0,90279.0,106091.0,1619621.0,114537.0
236,170.0,156697.0,120144.0,107013.0,111228.0,72514.0,176564.0,156851.0
237,98.0,136006.0,37752.0,62015.0,96825.0,112848.0,202877.0,81752.0
238,52.0,33262.0,19469.0,235306.0,186236.0,169097.0,21554.0,554534.0
239,79.0,20753.0,92933.0,467266.0,251177.0,348584.0,216428.0,912909.0
240,21.0,42905.0,69841.0,107355.0,53565.0,0.0,4289.0,109008.0
241,51.0,68223.0,33993.0,570033.0,56313.0,77236.0,242862.0,135934.0
242,118.0,70899.0,81457.0,121500.0,157334.0,132498.0,153677.0,129155.0
243,24.0,4822.0,16790.0,55555.0,8461.0,0.0,3592.0,32650.0
245,180.0,183723.0,301659.0,183141.0,253973.0,268452.0,204182.0,206992.0
246,26.0,41763.0,50268.0,12315.0,154149.0,333333.0,40696.0,72259.0
247,130.0,195581.0,155523.0,230277.0,315872.0,113554.0,119944.0,185829.0
248,165.0,194224.0,565498.0,226630.0,125133.0,638397.0,327151.0,261104.0
249,32.0,1853667.0,0.0,844024.0,423421.0,17395.0,965535.0,460482.0
250,78.0,1692376.0,490518.0,146173.0,46115.0,117360.0,991151.0,270745.0
251,31.0,34716.0,70550.0,58095.0,14721.0,41729.0,197558.0,180726.0
252,34.0,4133.0,9456.0,61563.0,197870.0,35954.0,23056.0,0.0
253,60.0,1020121.0,277175.0,805191.0,399253.0,522387.0,959209.0,661761.0
254,141.0,399566.0,266267.0,3246335.0,947434.0,166572.0,205782.0,224581.0
255,43.0,609553.0,92100.0,226537.0,149849.0,29684.0,31709.0,42684.0
256,123.0,101525.0,120212.0,202959.0,104530.0,599787.0,1013620.0,880225.0
257,89.0,121964.0,87195.0,81247.0,41814.0,61895.0,62636.0,79996.0
258,48.0,56839.0,401673.0,233283.0,231685.0,1123457.0,74153.0,203285.0
259,168.0,81658.0,112812.0,191988.0,98696.0,129974.0,72248.0,87455.0
260,64.0,32424.0,235169.0,147250.0,39757.0,8860.0,14884.0,119268.0
261,28.0,17713.0,93976.0,447054.0,15077.0,10114.0,149913.0,35082.0
262,41.0,21058.0,152710.0,38075.0,48687.0,44802.0,36138.0,21624.0
263,59.0,50363.0,21271.0,34912.0,39110.0,99721.0,51290.0,60973.0
264,207.0,41298.0,137789.0,143359.0,105520.0,68233.0,77109.0,102701.0
265,16.0,20370.0,12361.0,140424.0,14163.0,0.0,262680.0,7771.0
266,94.0,568291.0,506205.0,785727.0,343657.0,522587.0,372809.0,392187.0
267,37.0,7478.0,113774.0,158284.0,33700.0,177494.0,52919.0,185433.0
268,148.0,485424.0,170560.0,155787.0,671014.0,294839.0,159328.0,280206.0
269,753.0,315464.0,508874.0,562496.0,359608.0,445436.0,564443.0,414017.0
270,101.0,43141.0,62937.0,132414.0,94592.0,66779.0,132517.0,141139.0
271,46.0,173932.0,253596.0,916726.0,37780.0,393448.0,56459.0,46107.0
272,122.0,213193.0,117224.0,95637.0,170493.0,224400.0,232096.0,304285.0
273,85.0,94755.0,3003783.0,409600.0,1169223.0,1183997.0,237126.0,1113671.0
274,96.0,59979.0,45006.0,42368.0,43589.0,95370.0,42166.0,108321.0
275,174.0,173478.0,440870.0,338003.0,120095.0,1404350.0,244126.0,195090.0
276,171.0,74964.0,61049.0,73097.0,53241.0,449106.0,332748.0,29729.0
277,70.0,62547.0,29645.0,114032.0,98536.0,34822.0,148713.0,68678.0
278,125.0,22022.0,46714.0,56357.0,9982.0,29636.0,53221.0,12796.0
279,44.0,300048.0,897463.0,242252.0,134064.0,178454.0,54046.0,315401.0
280,57.0,129601.0,240836.0,455189.0,246717.0,1029298.0,244879.0,176705.0
281,79.0,83427.0,2537516.0,925640.0,3201745.0,72676.0,2671822.0,2038971.0
282,40.0,21708.0,214495.0,257867.0,15963.0,170768.0,853315.0,226676.0
283,10.0,37296.0,120293.0,20337.0,97286.0,0.0,32170.0,0.0
284,40.0,70163.0,1030.0,1695.0,4874.0,2530.0,7506.0,11262.0
285,19.0,47825.0,48261.0,0.0,3725.0,50932.0,74806.0,992.0
286,128.0,268047.0,181945.0,351694.0,350416.0,124821.0,277178.0,332700.0
287,45.0,16995.0,40379.0,18540.0,19555.0,69542.0,43763.0,38698.0
288,183.0,81912.0,162478.0,397399.0,109072.0,145747.0,206095.0,205248.0
289,35.0,82976.0,42800.0,97931.0,67000.0,7687.0,24396.0,10024.0
290,89.0,38918.0,78832.0,258690.0,71921.0,87025.0,100252.0,69003.0
291,337.0,202568.0,153189.0,431910.0,254824.0,96324.0,192421.0,171039.0
292,70.0,47086.0,65514.0,755978.0,183068.0,195070.0,250714.0,99639.0
293,93.0,156563.0,124412.0,105411.0,32094.0,303204.0,234681.0,278888.0
294,27.0,148632.0,443.0,0.0,263523.0,86705.0,77905.0,172313.0
295,80.0,0.0,160693.0,106767.0,1064700.0,1553393.0,1356695.0,445470.0
296,117.0,994938.0,194305.0,370510.0,55517.0,1658354.0,848869.0,204681.0
297,60.0,19710.0,31264.0,157565.0,73314.0,690748.0,55742.0,101293.0
298,100.0,50236.0,654858.0,145042.0,46958.0,211962.0,1060628.0,529847.0
299,30.0,39401.0,36775.0,1473271.0,70593.0,231621.0,68630.0,59465.0
300,202.0,306001.0,166960.0,322705.0,145568.0,253336.0,211908.0,129289.0
301,50.0,156347.0,246139.0,453729.0,264632.0,155547.0,14691.0,145395.0
302,102.0,688780.0,314052.0,191739.0,657501.0,693690.0,282392.0,399079.0
303,141.0,99901.0,147692.0,124889.0,70834.0,104111.0,110964.0,122194.0
304,42.0,984.0,0.0,200913.0,124841.0,67660.0,53724.0,1338682.0
305,152.0,185837.0,955375.0,515789.0,132359.0,6386284.0,1855673.0,427674.0
306,33.0,128814.0,60095.0,170036.0,65714.0,47383.0,92457.0,172380.0
307,131.0,80004.0,341835.0,282396.0,477679.0,694619.0,351384.0,325526.0
308,80.0,165409.0,758473.0,469164.0,426338.0,289036.0,255850.0,571415.0
309,55.0,142255.0,48713.0,5396867.0,1055380.0,408801.0,610621.0,1579500.0
310,52.0,11710.0,37166.0,84170.0,18757.0,152815.0,23978.0,182754.0
311,98.0,384182.0,185169.0,119117.0,146506.0,816672.0,227390.0,121857.0
312,75.0,72820.0,90718.0,67200.0,101808.0,107549.0,38391.0,58170.0
313,153.0,539577.0,198766.0,571719.0,275736.0,429968.0,260096.0,98007.0
314,63.0,6998081.0,887213.0,212235.0,314091.0,71887.0,105636.0,302482.0
315,163.0,188473.0,311691.0,1355542.0,480665.0,953153.0,645732.0,2246781.0
316,68.0,14819.0,32983.0,402596.0,38595.0,109945.0,128253.0,277054.0
317,145.0,150410.0,140487.0,118547.0,221675.0,89706.0,166942.0,29802.0
318,41.0,121235.0,40070.0,214877.0,2421737.0,246346.0,132916.0,320435.0
319,15.0,69031.0,219295.0,180781.0,91495.0,0.0,211895.0,0.0
320,61.0,124620.0,52019.0,65439.0,201570.0,42276.0,128488.0,244898.0
321,251.0,97772.0,129714.0,348550.0,397716.0,226344.0,192672.0,63326.0
322,191.0,264495.0,178099.0,247473.0,134258.0,476802.0,301244.0,314692.0
323,99.0,129138.0,178358.0,325079.0,181945.0,114607.0,655864.0,193476.0
324,235.0,425063.0,385509.0,419826.0,1984962.0,953353.0,526822.0,1591463.0
325,96.0,262790.0,783113.0,1536934.0,40439.0,438059.0,282337.0,682110.0
326,93.0,271629.0,64195.0,47114.0,397678.0,1023223.0,316554.0,246587.0
327,27.0,115941.0,63412.0,457978.0,29939.0,91295.0,49757.0,194838.0
328,5.0,0.0,0.0,0.0,0.0,634121.0,31313.0,0.0
329,101.0,74864.0,111620.0,209104.0,56836.0,96938.0,255647.0,51099.0
330,143.0,0.0,32387.0,14688.0,0.0,184371.0,143191.0,178132.0
331,45.0,104065.0,65720.0,67167.0,14765.0,86574.0,29221.0,24327.0
332,201.0,826989.0,1106983.0,873851.0,1579674.0,967564.0,1520763.0,1182688.0
333,163.0,184059.0,296100.0,301206.0,517095.0,212032.0,291196.0,218069.0
334,32.0,145995.0,91472.0,37351.0,131607.0,5461.0,76351.0,106406.0
335,63.0,165391.0,355936.0,478022.0,29266.0,57697.0,129861.0,742367.0
336,91.0,226843.0,82521.0,90499.0,40793.0,106688.0,124177.0,1429421.0
337,76.0,37700.0,82407.0,104224.0,220513.0,298351.0,606334.0,180972.0
338,220.0,502025.0,272227.0,289946.0,135022.0,476417.0,630299.0,374090.0
339,399.0,262820.0,244206.0,241837.0,213199.0,360298.0,445995.0,381664.0
340,28.0,0.0,191925.0,82137.0,109081.0,513669.0,51580.0,65772.0
341,78.0,194105.0,78389.0,414244.0,13117398.0,5893884.0,8157036.0,1375736.0
342,63.0,88565.0,49371.0,75134.0,28957.0,45441.0,40964.0,49341.0
