고객번호,가구류구매횟수,가구류1,가구류2,가구류3,가구류4,가구류5,가구류6,가구류7
52,7.0,0.0,14679.0,217884.0,82564.0,149489.0,49917.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2.0,0.0,0.0,0.0,109968.0,0.0,0.0,0.0
56,8.0,0.0,0.0,330582.0,580922.0,0.0,706458.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,6.0,0.0,159797.0,106258.0,224370.0,0.0,145677.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,7.0,352291.0,91575.0,7909.0,0.0,0.0,0.0,13177.0
62,21.0,0.0,1353121.0,178962.0,404397.0,68974.0,185515.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6645.0
65,10.0,0.0,0.0,1131277.0,143756.0,0.0,20374.0,57551.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2.0,0.0,6799.0,0.0,0.0,0.0,8471.0,0.0
68,1.0,0.0,0.0,0.0,0.0,753259.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2.0,0.0,0.0,0.0,44253.0,40353.0,0.0,0.0
72,1.0,0.0,0.0,0.0,0.0,0.0,10616.0,0.0
73,12.0,427769.0,160694.0,95525.0,1009308.0,45309.0,570484.0,0.0
74,12.0,139637.0,172282.0,154557.0,0.0,322168.0,58442.0,70187.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,11.0,53729.0,269471.0,32764.0,25718.0,0.0,213020.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,9.0,48219.0,0.0,156140.0,221576.0,315422.0,155919.0,35949.0
79,2.0,0.0,117430.0,11185.0,0.0,0.0,0.0,0.0
80,2.0,14367.0,40173.0,0.0,0.0,0.0,0.0,0.0
81,10.0,766578.0,339464.0,103988.0,0.0,0.0,293392.0,0.0
82,13.0,0.0,424962.0,905655.0,8780.0,41263.0,25629.0,14416.0
83,2.0,0.0,0.0,0.0,0.0,2883327.0,0.0,0.0
84,8.0,1576181.0,381647.0,327362.0,0.0,53804.0,122247.0,224683.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,7.0,0.0,15245.0,22596.0,2583797.0,0.0,96511.0,66448.0
87,6.0,400904.0,0.0,11298.0,929050.0,0.0,0.0,235382.0
88,5.0,0.0,46972.0,83719.0,0.0,65738.0,0.0,0.0
89,9.0,0.0,0.0,50005.0,22082.0,93955.0,0.0,0.0
90,12.0,0.0,179276.0,0.0,5235465.0,162373.0,141603.0,0.0
91,5.0,393622.0,0.0,226640.0,0.0,69784.0,0.0,664475.0
92,20.0,59201.0,81418.0,0.0,1778550.0,199278.0,0.0,751701.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,6.0,5806.0,12257.0,0.0,5232.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,23.0,4991256.0,5235784.0,1434632.0,889364.0,129454.0,313767.0,1193803.0
98,1.0,0.0,0.0,0.0,61192.0,0.0,0.0,0.0
99,18.0,0.0,462921.0,650431.0,0.0,853919.0,57049.0,0.0
100,6.0,0.0,463435.0,44063.0,175744.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2.0,0.0,0.0,0.0,0.0,0.0,707787.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,12.0,11809.0,10095.0,437462.0,70947.0,0.0,16085.0,0.0
106,5.0,0.0,0.0,0.0,17737.0,93854.0,212324.0,0.0
107,15.0,1242566.0,40173.0,2789452.0,25718.0,0.0,868649.0,32661.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13481.0
110,7.0,198877.0,0.0,905202.0,0.0,0.0,63268.0,0.0
111,2.0,0.0,38938.0,0.0,0.0,0.0,0.0,0.0
112,10.0,7922629.0,2967010.0,0.0,0.0,0.0,0.0,135147.0
113,29.0,2340418.0,1211567.0,1008918.0,966208.0,0.0,2570799.0,435547.0
114,1.0,0.0,0.0,0.0,0.0,0.0,10723.0,0.0
115,7.0,0.0,0.0,6097678.0,647036.0,5092182.0,0.0,0.0
116,2.0,66423.0,0.0,0.0,0.0,0.0,0.0,0.0
117,5.0,0.0,0.0,173652.0,11529.0,44601.0,9437.0,0.0
118,19.0,199123.0,67522.0,150264.0,0.0,490964.0,4038649.0,42797.0
119,26.0,28046.0,3372409.0,0.0,129744.0,565996.0,235100.0,0.0
120,3.0,117791.0,0.0,272735.0,0.0,0.0,0.0,0.0
121,3.0,0.0,0.0,0.0,444350.0,1031584.0,0.0,0.0
122,11.0,0.0,443195.0,368261.0,232529.0,0.0,3217023.0,0.0
123,5.0,0.0,0.0,27793.0,13125.0,17395.0,0.0,11150.0
124,7.0,1226585.0,0.0,0.0,43455.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2.0,0.0,0.0,0.0,1773796.0,0.0,203745.0,0.0
127,2.0,0.0,0.0,22483.0,0.0,20682.0,0.0,0.0
128,2.0,0.0,0.0,0.0,0.0,0.0,13083.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,16.0,260775.0,2072338.0,180318.0,115421.0,855608.0,0.0,0.0
131,5.0,0.0,0.0,178510.0,0.0,0.0,53617.0,110371.0
132,1.0,0.0,0.0,55361.0,0.0,0.0,0.0,0.0
133,1.0,0.0,0.0,0.0,0.0,36308.0,0.0,0.0
134,37.0,97421.0,101979.0,657662.0,2558567.0,4639334.0,4719628.0,3479372.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,7.0,0.0,375775.0,1296455.0,0.0,0.0,0.0,193712.0
137,8.0,383782.0,391042.0,0.0,102873.0,1193401.0,248783.0,35476.0
138,1.0,0.0,0.0,0.0,22969.0,0.0,0.0,0.0
139,8.0,0.0,362075.0,8575.0,0.0,1507.0,0.0,55185.0
140,4.0,0.0,0.0,2066984.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,9.0,44873.0,50886.0,540500.0,0.0,249896.0,0.0,0.0
146,12.0,145836.0,183561.0,210370.0,0.0,0.0,601261.0,47302.0
147,9.0,0.0,26576.0,35250.0,61192.0,100378.0,85572.0,38180.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,4.0,0.0,0.0,0.0,0.0,0.0,2732217.0,0.0
150,8.0,148592.0,9168.0,123149.0,0.0,0.0,15012.0,0.0
151,5.0,83202.0,1599002.0,137385.0,0.0,246923.0,0.0,0.0
152,7.0,0.0,0.0,253077.0,0.0,0.0,136123.0,43923.0
153,2.0,73805.0,0.0,0.0,0.0,0.0,0.0,0.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,13.0,249212.0,71076.0,0.0,299085.0,464830.0,29543.0,798722.0
156,5.0,347175.0,58097.0,600493.0,508282.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,3.0,0.0,0.0,54230.0,0.0,0.0,0.0,14528.0
159,42.0,483368.0,1393966.0,1370197.0,2057982.0,3235139.0,219830.0,747444.0
160,5.0,0.0,61805.0,0.0,106154.0,0.0,137035.0,0.0
161,33.0,4596002.0,0.0,546318.0,891926.0,233462.0,1310552.0,442191.0
162,22.0,27750.0,0.0,1031741.0,424724.0,730726.0,97755.0,241374.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1.0,0.0,37907.0,0.0,0.0,0.0,0.0,0.0
165,10.0,51250.0,377444.0,0.0,16850.0,0.0,9866.0,1133280.0
166,14.0,1800821.0,79646.0,519090.0,344403.0,90112.0,63268.0,103996.0
167,7.0,0.0,0.0,0.0,2801516.0,779008.0,0.0,325931.0
168,5.0,229285.0,0.0,0.0,70770.0,0.0,1468591.0,0.0
169,4.0,605194.0,81377.0,0.0,0.0,0.0,0.0,4280.0
170,8.0,0.0,30800.0,70952.0,35385.0,5057.0,0.0,11938.0
171,8.0,54221.0,292545.0,0.0,0.0,89201.0,30991.0,0.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,3.0,19681.0,0.0,0.0,0.0,12136.0,0.0,11262.0
175,3.0,21846.0,0.0,0.0,0.0,0.0,7399.0,0.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,5.0,0.0,195716.0,0.0,126374.0,0.0,263850.0,48146.0
178,4.0,9742.0,0.0,0.0,467185.0,0.0,0.0,0.0
179,3.0,132946.0,0.0,0.0,0.0,0.0,121711.0,0.0
180,1.0,0.0,595956.0,0.0,0.0,0.0,0.0,0.0
181,3.0,243062.0,0.0,0.0,0.0,0.0,0.0,0.0
182,4.0,0.0,0.0,0.0,146905.0,0.0,634825.0,0.0
183,6.0,66522.0,0.0,0.0,0.0,38230.0,128467.0,0.0
184,12.0,186499.0,4265516.0,0.0,46337.0,0.0,30026.0,0.0
185,9.0,0.0,12361.0,43182.0,0.0,34982.0,42658.0,231890.0
186,23.0,1765799.0,1447106.0,0.0,92222.0,1187353.0,0.0,0.0
187,5.0,0.0,10301.0,0.0,0.0,0.0,5254.0,155815.0
188,1.0,50974.0,0.0,0.0,0.0,0.0,0.0,0.0
189,18.0,0.0,752499.0,16133721.0,881666.0,588489.0,259292.0,0.0
190,4.0,0.0,0.0,45192.0,0.0,1809216.0,0.0,0.0
191,22.0,2123936.0,564023.0,0.0,126374.0,2504119.0,781843.0,1137097.0
192,5.0,0.0,127731.0,173991.0,0.0,0.0,0.0,0.0
193,6.0,0.0,15348.0,14688.0,26516.0,13148.0,0.0,138526.0
194,3.0,0.0,0.0,124053.0,30951.0,0.0,9437.0,0.0
195,3.0,0.0,0.0,0.0,0.0,20530.0,0.0,7546.0
196,12.0,92550.0,0.0,128232.0,0.0,164851.0,0.0,69275.0
197,32.0,343731.0,156471.0,120212.0,76073.0,1286900.0,1364626.0,541491.0
198,6.0,0.0,0.0,0.0,0.0,70796.0,73991.0,0.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,8.0,0.0,0.0,0.0,3416758.0,51397.0,0.0,0.0
202,15.0,120596.0,472655.0,92305.0,431348.0,62198.0,50421.0,0.0
203,4.0,0.0,43882.0,6666.0,30951.0,0.0,0.0,0.0
204,5.0,353276.0,0.0,0.0,0.0,7383.0,10616.0,148211.0
205,6.0,0.0,0.0,588460.0,0.0,101389.0,0.0,0.0
206,12.0,13777.0,59951.0,37284.0,139012.0,426105.0,140477.0,111587.0
207,3.0,0.0,0.0,0.0,0.0,0.0,46754.0,43811.0
208,4.0,0.0,0.0,0.0,3011695.0,0.0,0.0,0.0
209,2.0,0.0,20602.0,0.0,0.0,0.0,0.0,28156.0
210,6.0,0.0,29873.0,17964.0,148989.0,0.0,17050.0,77710.0
211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,62055.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,15.0,0.0,184901.0,0.0,10624.0,365425.0,110451.0,260610.0
214,20.0,0.0,932382.0,555301.0,34587.0,0.0,253073.0,116621.0
215,3.0,0.0,6902.0,0.0,0.0,40252.0,0.0,0.0
216,4.0,0.0,0.0,100553.0,0.0,69784.0,73992.0,0.0
217,3.0,13678.0,0.0,44063.0,47002.0,0.0,0.0,0.0
218,16.0,0.0,0.0,1544910.0,2207602.0,0.0,0.0,0.0
219,6.0,0.0,209417.0,23952.0,107485.0,7585.0,16085.0,0.0
220,1.0,0.0,0.0,0.0,0.0,14867.0,0.0,0.0
221,2.0,0.0,19469.0,0.0,0.0,0.0,0.0,0.0
222,13.0,0.0,81809.0,345608.0,352207.0,19216.0,129935.0,364605.0
223,36.0,29296.0,245161.0,0.0,14044646.0,328205.0,44754189.0,13474541.0
224,22.0,1307701.0,158170.0,2318142.0,730781.0,3562555.0,5363580.0,154924.0
225,46.0,1078819.0,504948.0,5756203.0,1095748.0,7021427.0,2107567.0,242015.0
226,2.0,0.0,0.0,0.0,0.0,0.0,41800.0,0.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,1.0,11809.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21398.0
231,2.0,0.0,0.0,7796.0,0.0,0.0,0.0,11150.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,1.0,0.0,0.0,0.0,141894.0,0.0,0.0,0.0
234,7.0,0.0,101979.0,0.0,320148.0,0.0,399661.0,0.0
235,6.0,0.0,0.0,0.0,63187.0,1163060.0,557745.0,0.0
236,2.0,0.0,0.0,33894.0,0.0,0.0,0.0,0.0
237,5.0,0.0,184798.0,0.0,94359.0,0.0,52545.0,1130677.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,9.0,89746.0,0.0,373515.0,0.0,0.0,3610249.0,6355478.0
240,3.0,0.0,273024.0,0.0,0.0,0.0,0.0,103219.0
241,6.0,0.0,0.0,0.0,0.0,39443.0,680507.0,160488.0
242,12.0,6397.0,25649.0,30505.0,24831.0,20126.0,69391.0,35814.0
243,1.0,0.0,0.0,0.0,15963.0,0.0,0.0,0.0
245,8.0,0.0,77308.0,256523.0,0.0,0.0,0.0,294790.0
246,3.0,0.0,0.0,0.0,0.0,1056868.0,173795.0,0.0
247,2.0,0.0,0.0,0.0,0.0,0.0,17800.0,0.0
248,6.0,0.0,1022876.0,108857.0,113515.0,0.0,341272.0,0.0
249,19.0,2405031.0,638654.0,1180480.0,753058.0,85510.0,456389.0,74894.0
250,31.0,1161274.0,1556409.0,2082102.0,211555.0,0.0,1120596.0,999721.0
251,22.0,5321642.0,282605.0,0.0,554476.0,198399.0,56834.0,370618.0
252,2.0,0.0,0.0,0.0,148279.0,36510.0,0.0,0.0
253,14.0,684952.0,10301.0,199637.0,0.0,170060.0,13243.0,4795899.0
254,2.0,0.0,0.0,2454848.0,0.0,141590.0,0.0,0.0
255,22.0,1177245.0,471574.0,490269.0,2900681.0,10114.0,21393.0,219434.0
256,10.0,0.0,206018.0,780381.0,0.0,0.0,1198233.0,209929.0
257,2.0,0.0,0.0,0.0,0.0,0.0,48255.0,0.0
258,7.0,0.0,0.0,0.0,85136.0,0.0,0.0,4647272.0
259,2.0,0.0,15039.0,0.0,13036.0,0.0,0.0,0.0
260,2.0,0.0,19984.0,0.0,0.0,0.0,0.0,0.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,30.0,0.0,559339.0,566734.0,0.0,113778.0,1145098.0,198217.0
263,10.0,73804.0,19572.0,0.0,0.0,39140.0,32063.0,11150.0
264,5.0,37394.0,0.0,0.0,28910.0,30240.0,0.0,0.0
265,5.0,0.0,5516122.0,823404.0,0.0,0.0,0.0,0.0
266,13.0,26569.0,955148.0,0.0,7982.0,0.0,0.0,414734.0
267,15.0,144902.0,502014.0,286960.0,0.0,123456.0,463004.0,124111.0
268,8.0,15646.0,0.0,0.0,118286.0,67306.0,79354.0,27278.0
269,3.0,0.0,115473.0,0.0,0.0,0.0,179295.0,203600.0
270,4.0,6987.0,0.0,39317.0,0.0,0.0,5362.0,0.0
271,16.0,67900.0,535645.0,129420.0,172933.0,0.0,0.0,1520353.0
272,6.0,31194.0,12361.0,0.0,0.0,0.0,21232.0,177944.0
273,31.0,0.0,501754.0,612864.0,452420.0,0.0,2126194.0,554916.0
274,4.0,0.0,0.0,0.0,0.0,32970.0,0.0,14528.0
275,7.0,0.0,74166.0,0.0,148456.0,0.0,275592.0,62844.0
276,3.0,0.0,0.0,0.0,0.0,0.0,327493.0,0.0
277,6.0,0.0,29873.0,18077.0,7449.0,89000.0,10723.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,4.0,0.0,32139.0,27002.0,0.0,0.0,73992.0,90098.0
280,3.0,0.0,0.0,0.0,3413432.0,0.0,0.0,77710.0
281,5.0,354260.0,0.0,259957.0,0.0,208774.0,322935.0,0.0
282,4.0,0.0,224528.0,0.0,0.0,44600.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,3.0,4920.0,10300.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,3.0,0.0,0.0,0.0,252704.0,0.0,96511.0,0.0
287,2.0,23617.0,0.0,0.0,0.0,0.0,13554.0,0.0
288,2.0,0.0,0.0,231837.0,0.0,0.0,0.0,0.0
289,3.0,0.0,0.0,0.0,0.0,28318.0,0.0,222994.0
290,10.0,68884.0,2060.0,96599.0,13214.0,256682.0,0.0,0.0
291,4.0,0.0,0.0,0.0,0.0,0.0,65304.0,0.0
292,12.0,0.0,517721.0,1178051.0,0.0,0.0,0.0,173495.0
293,1.0,0.0,0.0,21466.0,0.0,0.0,0.0,0.0
294,21.0,55156.0,64174.0,701137.0,394235.0,0.0,298078.0,926862.0
295,15.0,0.0,81377.0,44063.0,114314.0,1698271.0,1138826.0,33224.0
296,11.0,109151.0,130780.0,0.0,82529.0,146020.0,154825.0,0.0
297,7.0,0.0,726107.0,1831081.0,0.0,0.0,482553.0,0.0
298,9.0,355244.0,0.0,998185.0,0.0,0.0,1296696.0,0.0
299,1.0,0.0,30903.0,0.0,0.0,0.0,0.0,0.0
300,11.0,39264.0,72827.0,0.0,40883.0,38836.0,22305.0,117803.0
301,1.0,0.0,0.0,0.0,13746.0,0.0,0.0,0.0
302,10.0,109929.0,573501.0,95525.0,0.0,0.0,193964.0,12614.0
303,5.0,88417.0,20499.0,0.0,7361.0,0.0,0.0,0.0
304,43.0,1889770.0,191596.0,1242867.0,16626865.0,4531779.0,28390270.0,6624366.0
305,43.0,189677.0,483573.0,385321.0,17692.0,5904796.0,2113517.0,2508225.0
306,29.0,386213.0,116915.0,579084.0,292177.0,246265.0,308191.0,174633.0
307,4.0,0.0,465599.0,0.0,34587.0,0.0,0.0,44937.0
308,3.0,0.0,0.0,64399.0,0.0,0.0,0.0,228624.0
309,18.0,3056279.0,4025783.0,6227390.0,257182.0,345884.0,0.0,0.0
310,6.0,0.0,61290.0,0.0,0.0,0.0,0.0,52258.0
311,13.0,0.0,0.0,0.0,83407.0,437263.0,368145.0,0.0
312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,12.0,419188.0,4404444.0,128798.0,774252.0,3501520.0,0.0,0.0
314,11.0,800431.0,1690990.0,0.0,41282.0,22756.0,0.0,0.0
315,35.0,0.0,5878621.0,547404.0,2474592.0,940946.0,1710715.0,288033.0
316,11.0,405726.0,10301.0,0.0,0.0,63028.0,181332.0,130643.0
317,8.0,136784.0,92708.0,33894.0,61990.0,0.0,0.0,0.0
318,8.0,378615.0,194223.0,0.0,0.0,265329.0,0.0,0.0
319,7.0,0.0,500776.0,116992.0,0.0,0.0,543998.0,0.0
320,12.0,278489.0,113515.0,87447.0,43455.0,0.0,20374.0,0.0
321,4.0,0.0,0.0,0.0,87797.0,129858.0,0.0,151928.0
322,4.0,12596.0,0.0,84736.0,139012.0,0.0,63268.0,0.0
323,28.0,73391.0,1255778.0,381774.0,1356921.0,260181.0,914803.0,0.0
324,34.0,859130.0,0.0,7168894.0,713611.0,612499.0,0.0,3530694.0
325,7.0,0.0,415279.0,172296.0,0.0,0.0,0.0,44936.0
326,14.0,602419.0,0.0,446387.0,1265604.0,6965417.0,34315.0,4505.0
327,26.0,188939.0,40173.0,397703.0,315005.0,296591.0,876477.0,2013360.0
328,2.0,0.0,0.0,0.0,0.0,116357.0,0.0,0.0
329,4.0,235583.0,87094.0,716977.0,0.0,0.0,0.0,0.0
330,1.0,0.0,0.0,0.0,0.0,20126.0,0.0,0.0
331,2.0,0.0,0.0,8700.0,35473.0,0.0,0.0,0.0
332,18.0,463195.0,0.0,216629.0,157351.0,0.0,126322.0,161332.0
333,12.0,0.0,125774.0,0.0,287336.0,27307.0,228409.0,104503.0
334,15.0,219690.0,695308.0,351032.0,65715.0,0.0,0.0,319399.0
335,14.0,0.0,0.0,3998729.0,148278.0,272156.0,0.0,303204.0
336,21.0,182641.0,298725.0,220312.0,149610.0,68772.0,302572.0,0.0
337,20.0,261759.0,0.0,0.0,0.0,9316051.0,70292.0,264269.0
338,2.0,0.0,0.0,11185.0,0.0,0.0,0.0,11150.0
339,10.0,224365.0,1002274.0,717428.0,25718.0,333748.0,0.0,17907.0
340,4.0,0.0,0.0,0.0,87797.0,0.0,228408.0,105922.0
341,3.0,0.0,0.0,0.0,73253.0,2459620.0,2451371.0,0.0
342,1.0,0.0,0.0,12315.0,0.0,0.0,0.0,0.0
343,4.0,0.0,96880.0,118065.0,0.0,0.0,103910.0,50500.0
344,6.0,0.0,0.0,84792.0,21284.0,0.0,254789.0,307460.0
345,3.0,0.0,0.0,0.0,0.0,171930.0,31098.0,0.0
346,2.0,0.0,0.0,0.0,85934.0,0.0,372038.0,0.0
347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,11.0,182868.0,63453.0,286927.0,100292.0,0.0,0.0,7771.0
350,3.0,0.0,0.0,95107.0,0.0,5158.0,0.0,0.0
351,3.0,63964.0,0.0,8135.0,0.0,9001.0,0.0,0.0
352,8.0,223430.0,233881.0,252230.0,160074.0,123750.0,90666.0,0.0
353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,12.0,24109.0,17923.0,0.0,0.0,35397.0,0.0,124537.0
355,23.0,0.0,0.0,10281256.0,12847506.0,372079.0,75064.0,0.0
356,27.0,33064.0,28430.0,1382264.0,350283.0,435259.0,419542.0,4390491.0
357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,13.0,0.0,129328.0,0.0,211138.0,240784.0,242692.0,326685.0
359,1.0,0.0,0.0,0.0,0.0,0.0,94366.0,0.0
360,17.0,74985.0,145242.0,232177.0,0.0,0.0,393227.0,809816.0
361,15.0,1122236.0,151309.0,82702.0,0.0,0.0,30562.0,214208.0
362,12.0,3936.0,355132.0,11637.0,0.0,90011.0,115812.0,0.0
363,7.0,76756.0,0.0,0.0,136005.0,49556.0,183499.0,62844.0
364,9.0,10628.0,1337979.0,0.0,191556.0,94157.0,0.0,0.0
365,21.0,10314660.0,2600349.0,0.0,6039575.0,48444.0,53403.0,125169.0
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,4.0,0.0,50062.0,0.0,235056.0,0.0,634257.0,0.0
368,13.0,0.0,385252.0,209015.0,0.0,76863.0,341272.0,97306.0
369,36.0,146152.0,512364.0,55225.0,596805.0,1277950.0,6180382.0,966372.0
370,3.0,23421.0,0.0,0.0,0.0,0.0,13726.0,22412.0
371,6.0,24602.0,14421.0,13332.0,28202.0,0.0,0.0,0.0
372,1.0,0.0,0.0,0.0,4869.0,0.0,0.0,0.0
373,2.0,0.0,4130646.0,0.0,0.0,0.0,0.0,0.0
374,5.0,213147.0,0.0,0.0,345254.0,0.0,0.0,0.0
375,2.0,0.0,203442.0,66433.0,0.0,0.0,0.0,0.0
