고객번호,레저취미구매횟수,레저취미1,레저취미2,레저취미3,레저취미4,레저취미5,레저취미6,레저취미7
286,7.0,64062.0,1030910.0,0.0,2758371.0,0.0,2184358.0,464231.0
287,16.0,6888.0,76124.0,6779.0,0.0,28115.0,94151.0,62596.0
288,6.0,0.0,3399.0,0.0,0.0,1315.0,1394.0,31759.0
289,16.0,9447.0,3399.0,245056.0,8868.0,27306.0,19838.0,237398.0
290,11.0,0.0,0.0,0.0,8948.0,13502.0,4075.0,73543.0
291,1.0,0.0,0.0,0.0,0.0,0.0,16085.0,0.0
292,15.0,0.0,775656.0,33894.0,630186.0,0.0,566346.0,233130.0
293,5.0,0.0,92708.0,114732.0,0.0,0.0,7131.0,0.0
294,6.0,418322.0,0.0,0.0,503812.0,0.0,550110.0,344626.0
295,25.0,0.0,422334.0,2031395.0,87797.0,203485.0,236987.0,457248.0
296,23.0,3262262.0,47446.0,1490760.0,0.0,625018.0,0.0,0.0
297,20.0,216492.0,639549.0,697272.0,247427.0,0.0,497566.0,421975.0
298,19.0,0.0,63659.0,0.0,31394.0,328337.0,404926.0,351406.0
299,3.0,21846.0,0.0,46322.0,0.0,0.0,0.0,0.0
300,30.0,54024.0,40379.0,95694.0,78928.0,781172.0,230606.0,134360.0
301,4.0,0.0,14421.0,0.0,112894.0,0.0,0.0,307460.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,4.0,0.0,0.0,0.0,0.0,218454.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,35.0,650953.0,1128201.0,30392.0,756224.0,1126550.0,329959.0,653246.0
306,13.0,241389.0,0.0,475615.0,0.0,95624.0,199670.0,447429.0
307,14.0,0.0,160693.0,50842.0,0.0,183662.0,43751.0,322776.0
308,24.0,61307.0,853942.0,78521.0,672222.0,556245.0,106162.0,0.0
309,2.0,0.0,0.0,0.0,0.0,0.0,3860.0,88972.0
310,3.0,0.0,0.0,0.0,64650.0,0.0,18873.0,4280.0
311,2.0,0.0,0.0,0.0,0.0,0.0,135490.0,176367.0
312,1.0,0.0,0.0,0.0,0.0,33628.0,0.0,0.0
313,19.0,404605.0,419286.0,454443.0,163107.0,562799.0,444678.0,353974.0
314,1.0,0.0,36053.0,0.0,0.0,0.0,0.0,0.0
315,22.0,0.0,799914.0,516119.0,225053.0,620771.0,2114000.0,865485.0
316,17.0,0.0,17305.0,6180.0,855131.0,746534.0,76436.0,296086.0
317,6.0,0.0,367741.0,182803.0,0.0,0.0,69595.0,0.0
318,1.0,291674.0,0.0,0.0,0.0,0.0,0.0,0.0
319,17.0,197943.0,402743.0,522739.0,0.0,35397.0,457890.0,74894.0
320,10.0,246015.0,193655.0,143486.0,0.0,0.0,0.0,25903.0
321,6.0,0.0,288424.0,0.0,281730.0,2609.0,146149.0,145509.0
322,6.0,0.0,0.0,0.0,79913.0,26295.0,30883.0,16105.0
323,60.0,1671201.0,3655870.0,977217.0,604095.0,1583572.0,1720624.0,695481.0
324,51.0,708962.0,1153729.0,225441.0,548844.0,1352033.0,902620.0,714627.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,13.0,0.0,166132.0,140322.0,0.0,313824.0,146696.0,95504.0
327,34.0,1468653.0,621256.0,1691300.0,2288303.0,1736691.0,1263056.0,607713.0
328,12.0,0.0,365320.0,259472.0,180117.0,14462.0,113668.0,0.0
329,9.0,75772.0,0.0,0.0,168144.0,7535.0,475337.0,630125.0
330,12.0,0.0,0.0,0.0,0.0,40048.0,16300.0,33225.0
331,4.0,0.0,29873.0,0.0,3193.0,0.0,48255.0,0.0
332,13.0,44282.0,169490.0,123149.0,514090.0,146646.0,642375.0,167977.0
333,5.0,162369.0,135972.0,33894.0,0.0,0.0,0.0,0.0
334,17.0,0.0,316257.0,32764.0,135136.0,1800104.0,48255.0,732049.0
335,6.0,0.0,117430.0,590326.0,0.0,130667.0,0.0,0.0
336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,150.0,3575024.0,14228543.0,11303620.0,29221649.0,7328042.0,6006770.0,8839164.0
338,12.0,0.0,381544.0,0.0,8780.0,135522.0,41714.0,4527.0
339,27.0,15744.0,90647.0,342332.0,95689.0,406565.0,504966.0,709390.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,12.0,0.0,0.0,569084.0,28733.0,140578.0,25736.0,234525.0
342,4.0,0.0,0.0,21466.0,8869.0,19115.0,0.0,0.0
343,17.0,2417617.0,938461.0,2038920.0,0.0,358415.0,389260.0,53586.0
344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,4.0,352065.0,0.0,0.0,355.0,0.0,67558.0,0.0
346,1.0,0.0,0.0,44063.0,0.0,0.0,0.0,0.0
347,27.0,19681.0,168935.0,72307.0,83700.0,14058.0,10723.0,14190.0
348,2.0,0.0,4625.0,0.0,0.0,19216.0,0.0,0.0
349,37.0,272830.0,665661.0,100553.0,847861.0,468259.0,514240.0,193486.0
350,9.0,0.0,101979.0,54570.0,0.0,3034.0,222778.0,45274.0
351,2.0,7774.0,0.0,48243.0,0.0,0.0,0.0,0.0
352,7.0,362723.0,68501.0,100949.0,106101.0,0.0,0.0,0.0
353,5.0,0.0,0.0,15817.0,0.0,36469.0,18080.0,0.0
354,3.0,0.0,0.0,0.0,0.0,2791.0,1061617.0,0.0
355,43.0,108837.0,1178420.0,558125.0,1231461.0,817844.0,428936.0,55410.0
356,14.0,0.0,0.0,67834.0,834566.0,45157.0,902032.0,0.0
357,8.0,0.0,70355.0,5536.0,5941.0,12945.0,12868.0,0.0
358,39.0,35150.0,75866.0,0.0,553226.0,1732009.0,1537458.0,2187539.0
359,12.0,159860.0,139062.0,80217.0,0.0,0.0,241170.0,852927.0
360,17.0,0.0,23692.0,727596.0,21994.0,0.0,65520.0,254246.0
361,29.0,1447004.0,0.0,461978.0,613681.0,2260889.0,1145474.0,2657551.0
362,6.0,0.0,185313.0,79087.0,62079.0,2630.0,0.0,43923.0
363,48.0,2092122.0,3431773.0,598708.0,168410.0,3790019.0,1162503.0,801696.0
364,10.0,0.0,80347.0,286972.0,0.0,22251.0,0.0,55185.0
365,58.0,1265497.0,134004.0,73437.0,81845.0,96583.0,80854.0,66900.0
366,3.0,0.0,0.0,45192.0,141716.0,0.0,0.0,2140.0
367,2.0,0.0,0.0,3378.0,0.0,0.0,18219.0,0.0
368,19.0,0.0,98475.0,20246.0,14172.0,11206.0,282326.0,108287.0
