고객번호,의류잡화구매횟수,의류잡화1,의류잡화2,의류잡화3,의류잡화4,의류잡화5,의류잡화6,의류잡화7
230,58.0,1233296.0,1312031.0,331927.0,395405.0,859248.0,1034702.0,215335.0
231,19.0,2952.0,486242.0,1548966.0,282901.0,28115.0,0.0,88972.0
232,24.0,29522.0,493307.0,220279.0,6208.0,0.0,0.0,56087.0
233,14.0,334677.0,0.0,218505.0,0.0,4855.0,3826325.0,0.0
234,59.0,314160.0,822267.0,597554.0,507358.0,1459752.0,1581059.0,488502.0
235,57.0,738062.0,388755.0,2254453.0,1107233.0,214408.0,3837222.0,863672.0
236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,275926.0
237,78.0,1671054.0,1862180.0,1351872.0,2355216.0,621731.0,2445911.0,891072.0
238,28.0,0.0,1332159.0,821315.0,3427914.0,85461.0,1135501.0,55297.0
239,195.0,21673121.0,16756227.0,5913122.0,11290196.0,11173451.0,17910488.0,7562639.0
240,105.0,1413892.0,1659545.0,777716.0,954848.0,75851.0,406504.0,1340586.0
241,258.0,5311301.0,1880937.0,6286799.0,9203237.0,10563520.0,10005388.0,6305024.0
242,109.0,78725.0,471675.0,228557.0,368661.0,376933.0,423768.0,329196.0
243,24.0,6888.0,28740.0,0.0,315536.0,22048.0,37531.0,307460.0
245,46.0,70852.0,732310.0,462046.0,2690723.0,203505.0,210767.0,723037.0
246,116.0,1273907.0,1613115.0,2790729.0,4682901.0,2817123.0,6068600.0,9259021.0
247,30.0,154497.0,0.0,419046.0,694525.0,306138.0,355802.0,219051.0
248,122.0,1708262.0,2485648.0,1305517.0,289490.0,3618321.0,1866431.0,2102556.0
249,111.0,10821528.0,6747181.0,6865258.0,2749174.0,6754701.0,8068268.0,18567313.0
250,212.0,4100546.0,6597742.0,8641248.0,5762260.0,6782455.0,11070068.0,9038767.0
251,171.0,1166559.0,3666747.0,2330974.0,3471156.0,5839810.0,3371151.0,5108211.0
252,27.0,216542.0,182428.0,345553.0,78928.0,42072.0,1001190.0,0.0
253,130.0,4509571.0,6577616.0,1950173.0,3707320.0,3071592.0,2066711.0,1929275.0
254,110.0,2086255.0,4125083.0,4243233.0,2982388.0,3574337.0,1974854.0,946225.0
255,134.0,5906104.0,3751545.0,874097.0,3467059.0,2663106.0,4402721.0,1834311.0
256,189.0,9149087.0,10506270.0,13737747.0,6727398.0,4840617.0,7412157.0,10675220.0
257,67.0,457192.0,252785.0,11298.0,938803.0,509219.0,254895.0,31309.0
258,190.0,2347985.0,16794383.0,7755300.0,6883267.0,25889047.0,14419810.0,50722735.0
259,70.0,1584221.0,6701350.0,98689.0,3760930.0,88797.0,3106295.0,39192.0
260,11.0,37394.0,67574.0,106258.0,9756.0,6068.0,0.0,66448.0
261,125.0,3292698.0,4163587.0,353743.0,2478033.0,1758699.0,2987004.0,1513706.0
262,89.0,1792359.0,2453304.0,455166.0,461758.0,1832852.0,2725169.0,1111610.0
263,15.0,29423.0,51504.0,124166.0,0.0,30342.0,106698.0,94490.0
264,19.0,0.0,0.0,506154.0,1163786.0,657786.0,0.0,194725.0
265,414.0,27958934.0,25745660.0,10036901.0,18813630.0,8660200.0,27247439.0,16620389.0
266,105.0,2074978.0,3205721.0,8788690.0,2046950.0,1067973.0,3933420.0,2549723.0
267,166.0,2104108.0,4904162.0,3265078.0,9825923.0,3776195.0,3132983.0,1250710.0
268,141.0,5412973.0,1243121.0,2014595.0,3626313.0,4254072.0,389056.0,1103130.0
269,92.0,4795085.0,4241936.0,4208593.0,2464677.0,5910480.0,241009.0,394810.0
270,46.0,150854.0,135353.0,114902.0,43188.0,194282.0,58658.0,142806.0
271,82.0,1706991.0,4686119.0,407861.0,4014819.0,383405.0,797811.0,1537630.0
272,69.0,1895193.0,1784397.0,1026771.0,414596.0,1205537.0,648873.0,644033.0
273,296.0,1193779.0,3271936.0,2276689.0,3700154.0,6792587.0,4166890.0,5502872.0
274,20.0,6692.0,0.0,0.0,82512.0,29329.0,103481.0,70840.0
275,112.0,1970965.0,1427328.0,607610.0,3345605.0,257745.0,2398419.0,4058085.0
276,7.0,0.0,20396.0,0.0,0.0,524894.0,139404.0,0.0
277,87.0,575211.0,1323870.0,314539.0,1523559.0,721380.0,1221963.0,509056.0
278,1.0,0.0,4635.0,0.0,0.0,0.0,0.0,0.0
279,61.0,208315.0,1761962.0,3070682.0,595778.0,316453.0,732258.0,710335.0
280,117.0,4562255.0,2927667.0,5365685.0,7530550.0,2240538.0,5345811.0,3158396.0
281,88.0,2370041.0,1399527.0,1772772.0,1379208.0,917047.0,2291946.0,4866336.0
282,164.0,2094158.0,1856246.0,1795177.0,3570934.0,3624321.0,3682812.0,2471579.0
283,145.0,23573577.0,19755065.0,7898887.0,11372005.0,18336232.0,9006492.0,22253878.0
284,12.0,47234.0,10198.0,41577.0,47890.0,23059.0,0.0,88859.0
285,75.0,109427.0,77257.0,224153.0,157768.0,400700.0,158599.0,584962.0
286,35.0,224267.0,220644.0,357415.0,1000352.0,1364268.0,1057220.0,274011.0
287,35.0,189825.0,689025.0,270137.0,15964.0,110643.0,47933.0,310388.0
288,18.0,438888.0,98322.0,272736.0,379078.0,0.0,146911.0,141229.0
289,51.0,337335.0,1370325.0,279222.0,132982.0,1043285.0,99298.0,612723.0
290,59.0,79020.0,238466.0,174102.0,394820.0,40050.0,93079.0,281220.0
291,16.0,72033.0,42182.0,129363.0,63320.0,0.0,23270.0,0.0
292,226.0,2991963.0,2989876.0,7579680.0,4987777.0,7180501.0,7787939.0,3285942.0
293,33.0,0.0,300682.0,1322724.0,579546.0,1904487.0,756215.0,497343.0
294,189.0,2828351.0,614498.0,4868773.0,6458047.0,4713327.0,4248132.0,5200904.0
295,85.0,48219.0,1780814.0,875941.0,704148.0,4350047.0,1937934.0,1169025.0
296,200.0,9529818.0,6125921.0,462002.0,1850347.0,2272012.0,8602499.0,657651.0
297,115.0,957289.0,5077462.0,3265169.0,5833324.0,1380250.0,3462180.0,3704956.0
298,125.0,889134.0,4769390.0,1684489.0,8396892.0,7812326.0,11308569.0,4749184.0
299,85.0,2944479.0,894218.0,629926.0,0.0,618546.0,87288.0,309036.0
300,146.0,1180441.0,738664.0,276408.0,598658.0,962111.0,547353.0,512433.0
301,53.0,5028574.0,983477.0,343914.0,2284224.0,5981215.0,825788.0,358411.0
302,152.0,2626533.0,2725147.0,3104884.0,5156106.0,495412.0,2866110.0,2511668.0
303,27.0,554505.0,295882.0,10620.0,377419.0,438929.0,32277.0,604785.0
304,20.0,48219.0,516279.0,603317.0,1099632.0,15170.0,303472.0,1937788.0
305,451.0,3280467.0,7178753.0,10547785.0,3647870.0,4912473.0,9819509.0,12094974.0
306,266.0,2990938.0,2989445.0,5630394.0,3453660.0,2447605.0,4159996.0,6294449.0
307,135.0,3127620.0,5378081.0,3159171.0,6649854.0,1247105.0,1141508.0,1609944.0
308,86.0,1432342.0,2335555.0,1018207.0,847149.0,630643.0,181386.0,213983.0
309,48.0,1170877.0,2376533.0,1043683.0,1383977.0,1927030.0,1294380.0,1076224.0
310,82.0,3320399.0,2120105.0,390800.0,474085.0,1279772.0,584567.0,1986670.0
311,112.0,1158266.0,885535.0,609417.0,792123.0,849511.0,2243969.0,1022592.0
312,4.0,0.0,0.0,0.0,0.0,0.0,164068.0,88972.0
313,118.0,3796241.0,1222208.0,1837904.0,2244129.0,535403.0,1295441.0,3090338.0
314,187.0,5576198.0,3478747.0,2268961.0,9264679.0,1885282.0,5208100.0,2136265.0
315,203.0,2694459.0,8412241.0,2121588.0,8778302.0,1900744.0,4865106.0,4937353.0
316,98.0,864344.0,1076461.0,645233.0,1130289.0,695612.0,1244163.0,2336643.0
317,68.0,1381713.0,813850.0,3740006.0,1687914.0,180527.0,570807.0,4205642.0
318,69.0,444104.0,871433.0,1404804.0,937120.0,258443.0,1100875.0,1277253.0
319,165.0,6377248.0,6100782.0,5055257.0,2718490.0,6928492.0,3459480.0,6402115.0
