고객번호,식료품구매횟수,식료품1,식료품2,식료품3,식료품4,식료품5,식료품6,식료품7
40,401.0,365592.0,468327.0,276414.0,398201.0,523271.0,279452.0,461431.0
41,350.0,398503.0,699627.0,550070.0,502347.0,764638.0,629383.0,1083383.0
42,1539.0,839335.0,1111380.0,1390021.0,1007939.0,1480076.0,1602964.0,1695415.0
43,800.0,619577.0,516157.0,358049.0,500009.0,488402.0,819152.0,914128.0
44,380.0,621336.0,905882.0,1833187.0,974127.0,672763.0,643127.0,584230.0
45,309.0,434135.0,401027.0,554417.0,511236.0,795013.0,594857.0,438316.0
46,358.0,664190.0,858412.0,1829326.0,1142339.0,863476.0,1291139.0,1392006.0
47,1280.0,1929886.0,2228103.0,1520507.0,1164190.0,1331710.0,1116798.0,766203.0
48,183.0,600970.0,688877.0,1007619.0,489477.0,317214.0,647052.0,586326.0
49,339.0,658917.0,1253130.0,993691.0,656818.0,589005.0,714627.0,875395.0
50,865.0,941844.0,1364851.0,936241.0,901109.0,1031393.0,880768.0,1337303.0
51,1174.0,1602724.0,1323345.0,1445743.0,731380.0,1351356.0,686410.0,942430.0
52,708.0,500245.0,549954.0,1149311.0,1221628.0,1899316.0,2172245.0,1025970.0
53,266.0,174896.0,597678.0,1013058.0,635811.0,995664.0,468931.0,937840.0
54,279.0,367721.0,332098.0,386178.0,256635.0,246002.0,246616.0,341164.0
55,1.0,0.0,0.0,0.0,8868.0,0.0,0.0,0.0
56,273.0,1139092.0,450733.0,369290.0,466067.0,480143.0,492505.0,856552.0
57,7.0,0.0,0.0,0.0,0.0,1729420.0,0.0,22321.0
58,307.0,650846.0,371672.0,585780.0,392739.0,567434.0,819612.0,443914.0
59,636.0,716934.0,825003.0,1293471.0,1240032.0,1228585.0,1055077.0,1320985.0
60,975.0,769757.0,1107728.0,1590946.0,1019100.0,1174149.0,1384587.0,1479496.0
61,546.0,1571720.0,2070532.0,1623440.0,775225.0,524221.0,487300.0,884008.0
62,494.0,504331.0,936229.0,662449.0,532924.0,816414.0,451191.0,535000.0
63,447.0,364454.0,616055.0,534060.0,496076.0,528101.0,599624.0,627643.0
64,663.0,521642.0,501702.0,526633.0,501051.0,395950.0,279176.0,38713.0
65,509.0,1017898.0,532821.0,818340.0,501612.0,1268500.0,834989.0,663346.0
66,1516.0,1186770.0,1268197.0,1619511.0,1478192.0,1641753.0,1829105.0,1533025.0
67,1441.0,566734.0,678329.0,1043252.0,794848.0,1143952.0,1051038.0,1415514.0
68,695.0,408059.0,584987.0,1378581.0,1113526.0,622282.0,532924.0,984309.0
69,84.0,104820.0,35020.0,122429.0,21240.0,0.0,29771.0,55535.0
70,402.0,421076.0,539782.0,385324.0,343575.0,187546.0,0.0,58675.0
71,859.0,460018.0,507731.0,563564.0,375990.0,365732.0,451676.0,690631.0
72,605.0,478653.0,315321.0,831596.0,761425.0,599867.0,791027.0,811127.0
73,96.0,273568.0,556792.0,601793.0,76994.0,64989.0,338377.0,118266.0
74,235.0,405138.0,436151.0,536467.0,359071.0,881645.0,342504.0,383580.0
75,235.0,163681.0,104544.0,238179.0,210113.0,90233.0,69100.0,193974.0
76,403.0,478160.0,476387.0,318400.0,465538.0,321543.0,302406.0,385042.0
77,636.0,1028190.0,1106892.0,1382455.0,1031677.0,1136971.0,1040805.0,1257655.0
78,422.0,1207430.0,427889.0,984356.0,1096129.0,1811596.0,2022638.0,1616655.0
79,1510.0,1347221.0,860928.0,1669308.0,1117563.0,978428.0,1607399.0,1996913.0
80,105.0,97676.0,87138.0,76011.0,136775.0,79058.0,191100.0,210547.0
81,338.0,362635.0,699997.0,328323.0,407170.0,952044.0,605493.0,610425.0
82,558.0,522326.0,741586.0,1059089.0,658717.0,975471.0,736440.0,545891.0
83,614.0,1001826.0,1271921.0,1490602.0,1079816.0,1211252.0,1327569.0,1377532.0
84,172.0,629187.0,54596.0,246072.0,159233.0,526564.0,600615.0,370712.0
85,585.0,243098.0,193411.0,611826.0,854168.0,560513.0,1492286.0,1410399.0
86,1420.0,1052413.0,1280968.0,1448544.0,1260076.0,2261297.0,1983815.0,1880152.0
87,235.0,212790.0,505926.0,216701.0,297535.0,1312983.0,371242.0,478016.0
88,985.0,1495258.0,1467625.0,1139820.0,1385850.0,1519268.0,1084322.0,995186.0
89,1142.0,527651.0,865323.0,943320.0,704325.0,825188.0,1007370.0,858475.0
90,257.0,101062.0,698069.0,920174.0,472556.0,411066.0,581818.0,1916039.0
91,495.0,1300828.0,1668257.0,1797829.0,1569032.0,1885928.0,1660712.0,1567151.0
92,541.0,1015501.0,689232.0,831238.0,729144.0,1152211.0,931184.0,1810912.0
93,319.0,1576557.0,823048.0,1444380.0,7059.0,1458844.0,540243.0,2795767.0
94,533.0,51575.0,21931.0,1259682.0,1471099.0,1094536.0,919501.0,1120875.0
95,845.0,536030.0,617316.0,509013.0,372908.0,495403.0,702162.0,646789.0
96,451.0,893540.0,905263.0,2906954.0,969418.0,1047187.0,699627.0,1230260.0
97,121.0,2455412.0,307904.0,5125653.0,314516.0,23174643.0,36803.0,10048619.0
98,518.0,1428428.0,1380660.0,2043761.0,1415250.0,866429.0,1215214.0,1269468.0
99,374.0,651707.0,622668.0,879228.0,573891.0,705925.0,643736.0,915793.0
100,427.0,262491.0,339437.0,1397570.0,558057.0,377827.0,204853.0,817736.0
101,451.0,608179.0,241681.0,225911.0,495309.0,506457.0,377495.0,680650.0
102,1162.0,1609235.0,1542404.0,2780532.0,1401034.0,1971860.0,1227481.0,1353372.0
103,59.0,127069.0,133260.0,133495.0,20353.0,0.0,6627.0,84666.0
104,2038.0,1450784.0,1893955.0,2298804.0,761316.0,1309987.0,1610266.0,2280877.0
105,1893.0,1993683.0,2688775.0,2374325.0,1989695.0,1944850.0,1286844.0,2063320.0
106,331.0,227204.0,654074.0,570663.0,464904.0,324709.0,478283.0,585559.0
107,300.0,375833.0,398304.0,650906.0,750723.0,1276718.0,1290954.0,1316615.0
108,591.0,538806.0,524037.0,556210.0,581928.0,607592.0,650180.0,1115871.0
109,4.0,12793.0,0.0,0.0,0.0,0.0,13801.0,6082.0
110,826.0,942803.0,853293.0,1307722.0,941204.0,927530.0,717458.0,844814.0
111,155.0,308567.0,71348.0,202423.0,95530.0,64728.0,246745.0,187970.0
112,495.0,206267.0,787573.0,2168001.0,831971.0,671449.0,1815490.0,3162937.0
113,840.0,1400972.0,1754439.0,1897431.0,1259153.0,1178698.0,1081711.0,1299861.0
114,361.0,762752.0,750347.0,525313.0,426517.0,749852.0,1027281.0,585214.0
115,308.0,1047313.0,2126335.0,510427.0,1179166.0,1676183.0,1197644.0,1123864.0
116,19.0,12626.0,0.0,0.0,22657.0,194807.0,25736.0,0.0
117,612.0,2030259.0,771342.0,3386515.0,660581.0,2309880.0,1226964.0,3057159.0
118,235.0,403462.0,427899.0,1074320.0,683147.0,711631.0,375426.0,814120.0
119,329.0,437924.0,838431.0,946337.0,1048272.0,891653.0,770444.0,442121.0
120,375.0,415624.0,344273.0,658802.0,228680.0,383194.0,332995.0,565226.0
121,428.0,418645.0,562542.0,443980.0,780689.0,721777.0,541225.0,999278.0
122,552.0,596121.0,671126.0,1141570.0,638185.0,1120378.0,1282135.0,732128.0
123,1329.0,1351496.0,628164.0,1206650.0,909323.0,1246009.0,1263838.0,1035568.0
124,251.0,229158.0,292236.0,390698.0,315217.0,420846.0,365163.0,418709.0
125,503.0,840613.0,1169196.0,826365.0,629047.0,979059.0,731733.0,426265.0
126,1153.0,829548.0,650298.0,743483.0,675604.0,899464.0,1638785.0,1214989.0
127,284.0,274725.0,242172.0,299482.0,154422.0,252010.0,232054.0,468771.0
128,555.0,366527.0,524208.0,2613045.0,657185.0,341033.0,699688.0,657584.0
129,667.0,358052.0,566624.0,735623.0,441836.0,686842.0,900197.0,1249949.0
130,422.0,1322463.0,1103182.0,1319851.0,1057568.0,1299346.0,660108.0,520239.0
131,533.0,538945.0,1101885.0,541767.0,351427.0,514504.0,514916.0,1408364.0
132,1389.0,818111.0,991163.0,1254040.0,1061750.0,1422291.0,234457.0,180469.0
133,859.0,1566754.0,1781584.0,1247008.0,842514.0,879808.0,1463553.0,1793309.0
134,269.0,160836.0,241748.0,122021.0,516126.0,434353.0,206877.0,353936.0
135,517.0,454979.0,932125.0,476542.0,662708.0,439751.0,646325.0,388747.0
136,171.0,114356.0,628327.0,369651.0,250805.0,219182.0,157613.0,150328.0
137,253.0,843879.0,545841.0,617318.0,216377.0,372349.0,520772.0,543697.0
138,456.0,853664.0,334058.0,343905.0,392467.0,806540.0,1080470.0,1077824.0
139,414.0,884803.0,637884.0,685102.0,1040671.0,671078.0,561959.0,882985.0
140,483.0,3280450.0,1284005.0,4655556.0,6993668.0,5730277.0,5430778.0,2470140.0
141,9.0,0.0,0.0,10598.0,2377.0,0.0,24396.0,0.0
143,1165.0,554081.0,646062.0,755830.0,602753.0,635860.0,891639.0,955059.0
144,373.0,0.0,20602.0,1999223.0,851157.0,133933.0,949482.0,1641655.0
145,496.0,1235550.0,1429541.0,1453869.0,1445852.0,895877.0,1096660.0,1352137.0
146,64.0,97519.0,129379.0,145744.0,45025.0,58688.0,267967.0,163304.0
147,1001.0,1562669.0,1690762.0,1607591.0,826803.0,978946.0,1184043.0,2062164.0
148,3.0,0.0,5583.0,10168.0,0.0,0.0,0.0,0.0
149,524.0,981864.0,973868.0,1492825.0,1031735.0,1659542.0,1736441.0,938565.0
150,1341.0,883630.0,1045884.0,1740627.0,793817.0,880166.0,1122599.0,592567.0
151,905.0,1952568.0,1780773.0,2571624.0,1074736.0,1397658.0,1234604.0,1620093.0
152,97.0,223185.0,221736.0,242594.0,208177.0,271550.0,87074.0,167639.0
153,834.0,800425.0,560142.0,828471.0,365992.0,787077.0,742794.0,805188.0
154,319.0,124878.0,493566.0,478466.0,136944.0,167471.0,386443.0,527640.0
155,471.0,847226.0,1141128.0,911485.0,848413.0,1285880.0,1431690.0,967892.0
156,762.0,1426948.0,2121438.0,2124314.0,2297025.0,1587448.0,1540855.0,4422733.0
157,406.0,367055.0,483401.0,601769.0,355886.0,593611.0,395373.0,557699.0
158,716.0,697443.0,685237.0,1152793.0,1208663.0,769045.0,2273159.0,882158.0
159,112.0,73104.0,89927.0,136584.0,243424.0,245727.0,87747.0,15756.0
160,1013.0,1223002.0,1451256.0,984684.0,1122950.0,2244255.0,1375052.0,1589477.0
161,162.0,986464.0,527367.0,175357.0,209655.0,236115.0,428843.0,288454.0
162,460.0,787464.0,372684.0,715589.0,714278.0,1071277.0,557877.0,589943.0
163,48.0,0.0,64586.0,163754.0,78618.0,169565.0,222618.0,64758.0
164,327.0,104034.0,300664.0,368242.0,158691.0,290561.0,343099.0,1285036.0
165,168.0,40258.0,175156.0,111206.0,108636.0,1028061.0,315493.0,211682.0
166,473.0,43997.0,1159197.0,994897.0,1279505.0,972075.0,875035.0,557023.0
167,595.0,877208.0,799117.0,838792.0,673109.0,995831.0,937452.0,1578068.0
168,465.0,530719.0,1042608.0,906331.0,993254.0,483775.0,2080393.0,724830.0
169,634.0,470675.0,330539.0,441033.0,44323.0,395941.0,627636.0,1310121.0
170,1320.0,566029.0,1426383.0,1515525.0,855983.0,1097025.0,1232465.0,1501538.0
171,331.0,192976.0,439390.0,249803.0,198587.0,425235.0,594288.0,634965.0
172,1027.0,1287300.0,2051794.0,1670207.0,1522128.0,1817650.0,1523037.0,2357509.0
173,79.0,93106.0,42756.0,97014.0,188013.0,117925.0,14477.0,0.0
175,3262.0,2742656.0,2678915.0,3095511.0,2167195.0,2903320.0,3300597.0,3420635.0
176,43.0,5707.0,25719.0,93323.0,88135.0,136728.0,73003.0,21961.0
177,177.0,463041.0,424786.0,383502.0,126819.0,270717.0,367450.0,521930.0
178,1416.0,1024330.0,1266359.0,1702347.0,1111880.0,1411580.0,1768218.0,2091268.0
179,807.0,1400497.0,1468555.0,2030717.0,1069798.0,1762912.0,1578498.0,1749424.0
180,347.0,1855772.0,1568882.0,1604351.0,808664.0,1157477.0,2109893.0,1093150.0
181,384.0,458065.0,614903.0,538024.0,684186.0,824794.0,1029908.0,784432.0
182,1024.0,1753677.0,1508445.0,2292714.0,1555112.0,1791497.0,1927442.0,1819327.0
183,1595.0,1114469.0,1205030.0,1434582.0,1187765.0,1395001.0,1076389.0,1049388.0
184,205.0,416192.0,500109.0,247235.0,312511.0,164681.0,206040.0,200017.0
185,979.0,4162.0,744031.0,1214214.0,1030122.0,1346843.0,1245823.0,971516.0
186,889.0,988061.0,2736729.0,1421692.0,1047965.0,1584091.0,1875054.0,1646243.0
187,279.0,508267.0,336271.0,158627.0,557195.0,346065.0,500729.0,1014728.0
188,157.0,125411.0,160142.0,245984.0,92094.0,14564.0,401779.0,390625.0
189,785.0,1271307.0,1186957.0,1892674.0,2561663.0,3891254.0,2438960.0,2117581.0
190,720.0,1286295.0,1204199.0,1347725.0,1157656.0,1940875.0,1624875.0,999933.0
191,49.0,37297.0,141667.0,606877.0,114243.0,650403.0,210499.0,103614.0
192,624.0,158877.0,1084009.0,1204805.0,942030.0,723585.0,1120061.0,1183280.0
193,999.0,749589.0,1123386.0,952196.0,831275.0,759821.0,1079510.0,1107870.0
194,1494.0,874976.0,911066.0,1323283.0,756616.0,995929.0,1191721.0,1378513.0
195,487.0,159724.0,226198.0,326539.0,185569.0,488707.0,836391.0,1197866.0
196,496.0,580969.0,727666.0,593947.0,557405.0,560300.0,415928.0,936590.0
197,571.0,609108.0,361081.0,449540.0,197186.0,549527.0,583085.0,796153.0
198,912.0,517019.0,577207.0,878849.0,338103.0,720597.0,607580.0,584072.0
199,496.0,434185.0,1932448.0,870227.0,591996.0,887245.0,808899.0,1111823.0
200,76.0,24305.0,71438.0,186045.0,138657.0,89851.0,52221.0,106563.0
201,386.0,3347567.0,3242299.0,6054927.0,3489000.0,1921235.0,1578867.0,3221195.0
202,208.0,195592.0,283539.0,417396.0,335989.0,459060.0,309681.0,477193.0
203,803.0,519520.0,592506.0,731820.0,511451.0,598465.0,604635.0,667033.0
204,1170.0,1077642.0,973486.0,922754.0,604537.0,1088978.0,925749.0,1488595.0
205,894.0,1295796.0,1012468.0,973063.0,592148.0,701087.0,842311.0,1018882.0
206,1334.0,817824.0,876566.0,1323557.0,865145.0,1206764.0,1020633.0,1300929.0
207,984.0,691737.0,593070.0,1103807.0,862697.0,826769.0,885926.0,922276.0
208,93.0,80123.0,272459.0,193119.0,145742.0,224785.0,42753.0,82833.0
209,264.0,104919.0,205573.0,322768.0,178661.0,324897.0,375703.0,498897.0
210,548.0,333050.0,315101.0,458588.0,457858.0,393659.0,554730.0,402110.0
211,362.0,807103.0,724512.0,895794.0,477401.0,790934.0,835406.0,500364.0
212,8.0,0.0,48929.0,15026.0,4878.0,36915.0,0.0,0.0
213,2483.0,1789225.0,1842381.0,2011259.0,1753041.0,2183133.0,2385887.0,3207707.0
214,328.0,386960.0,523589.0,661106.0,679046.0,571326.0,745675.0,1161681.0
215,1240.0,668212.0,900373.0,1235632.0,662407.0,1087521.0,895867.0,1321020.0
216,1061.0,1018300.0,979476.0,868702.0,1030673.0,861568.0,1052264.0,752236.0
217,328.0,386782.0,520935.0,559007.0,287876.0,156893.0,1823739.0,1040284.0
218,284.0,199183.0,2174763.0,2564188.0,718756.0,1613538.0,929275.0,1002999.0
219,696.0,570684.0,378256.0,1176044.0,1104235.0,1435777.0,1253711.0,954184.0
220,1587.0,1546411.0,1382298.0,1351003.0,1667555.0,1363522.0,2094214.0,1713809.0
221,819.0,531155.0,658967.0,930404.0,615636.0,625698.0,667022.0,804767.0
222,364.0,572723.0,547471.0,1937362.0,352759.0,935481.0,833289.0,152532.0
223,314.0,866589.0,504042.0,1110094.0,500933.0,623219.0,1011098.0,846841.0
224,103.0,255656.0,209138.0,144469.0,135489.0,386052.0,6970.0,179745.0
225,113.0,152589.0,324290.0,75641.0,73348.0,456636.0,101305.0,67889.0
226,663.0,876678.0,977155.0,880338.0,867969.0,590500.0,858406.0,597926.0
227,7.0,54911.0,0.0,0.0,0.0,14665.0,0.0,0.0
228,945.0,776441.0,728909.0,633251.0,606387.0,1211724.0,991503.0,2051070.0
229,672.0,759556.0,1667832.0,1744961.0,1308801.0,1855298.0,1574920.0,1705866.0
230,503.0,506159.0,410737.0,604478.0,454618.0,747258.0,1041260.0,949522.0
231,1396.0,1039962.0,896856.0,892428.0,800809.0,965927.0,1043831.0,985069.0
232,2.0,0.0,0.0,21466.0,0.0,0.0,0.0,0.0
233,8.0,35919.0,0.0,28244.0,0.0,27306.0,0.0,0.0
234,520.0,736371.0,837454.0,672089.0,956177.0,1212719.0,1292765.0,534454.0
235,447.0,2868368.0,1566256.0,3320797.0,665925.0,3630650.0,1651490.0,2234210.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,239.0,2031852.0,492643.0,4587269.0,357625.0,5708007.0,367706.0,3826722.0
238,603.0,531487.0,1118896.0,1115693.0,1070498.0,830162.0,1292854.0,928003.0
239,347.0,845071.0,1321416.0,1004717.0,830478.0,1247177.0,1487281.0,979863.0
240,344.0,322612.0,266347.0,507430.0,201391.0,122810.0,297154.0,366136.0
241,423.0,768099.0,633752.0,722367.0,486162.0,629276.0,754131.0,859436.0
242,795.0,258396.0,338787.0,391067.0,658699.0,683653.0,671751.0,1082799.0
243,785.0,632817.0,567795.0,463076.0,526387.0,770843.0,778229.0,1199334.0
245,758.0,1570506.0,1186965.0,1654917.0,1432775.0,1251700.0,1320063.0,1424297.0
246,348.0,1521735.0,278557.0,1713964.0,701679.0,2251843.0,1079719.0,2012266.0
247,1443.0,1615914.0,1516398.0,2082788.0,1495564.0,1385583.0,1478675.0,1924498.0
248,1021.0,626805.0,833286.0,783839.0,1096432.0,1262021.0,991696.0,1309075.0
249,319.0,148732.0,396014.0,736547.0,427987.0,843332.0,594631.0,776481.0
250,286.0,1484168.0,384168.0,2480042.0,378663.0,1272265.0,587998.0,3487491.0
251,245.0,1198246.0,391478.0,1061976.0,254105.0,2510510.0,444386.0,1356566.0
252,375.0,246633.0,359751.0,401832.0,318580.0,277410.0,373047.0,235855.0
253,155.0,142493.0,488342.0,1047738.0,364108.0,337431.0,262506.0,640259.0
254,405.0,381595.0,368059.0,520720.0,350830.0,306898.0,287176.0,196884.0
255,267.0,251543.0,722598.0,583073.0,575215.0,355937.0,640849.0,608550.0
256,183.0,485762.0,985558.0,951257.0,355240.0,584767.0,1437139.0,1019236.0
257,2066.0,1443056.0,1218146.0,1419142.0,1113341.0,1050592.0,1195486.0,1325203.0
258,196.0,173283.0,272313.0,428887.0,156925.0,129354.0,303730.0,486713.0
259,2492.0,1903689.0,1719821.0,2579692.0,1869437.0,2636758.0,1768787.0,1357388.0
260,1138.0,1585062.0,1321695.0,1651467.0,1596679.0,856661.0,767003.0,1074438.0
261,329.0,1436681.0,781691.0,763324.0,1011356.0,636846.0,671284.0,677438.0
262,1299.0,2606500.0,1727045.0,3016036.0,1911649.0,3177522.0,2154373.0,3312868.0
263,843.0,805794.0,475259.0,887548.0,447604.0,516757.0,532070.0,841261.0
264,616.0,341557.0,490913.0,482992.0,382311.0,357431.0,358372.0,464871.0
265,34.0,36173.0,142596.0,76353.0,28378.0,11024.0,43816.0,191570.0
266,302.0,214131.0,560025.0,250585.0,309691.0,729451.0,1213305.0,1863412.0
267,106.0,193278.0,355216.0,383660.0,194695.0,258301.0,155703.0,119684.0
268,516.0,1153384.0,650633.0,932122.0,974234.0,1171583.0,1562534.0,923122.0
269,43.0,101358.0,78904.0,277369.0,109514.0,165134.0,31741.0,89592.0
270,1067.0,668074.0,804233.0,831154.0,667304.0,825688.0,865827.0,841685.0
271,371.0,1022317.0,2234684.0,501451.0,355000.0,619195.0,799866.0,711041.0
272,1215.0,1750882.0,1206653.0,1355416.0,1747863.0,1491643.0,1299473.0,2127838.0
273,423.0,147050.0,1264018.0,841124.0,897634.0,743859.0,1093085.0,943103.0
274,927.0,331246.0,498304.0,377636.0,472073.0,603791.0,952964.0,671443.0
275,757.0,2596774.0,1347158.0,4133473.0,1550797.0,1854143.0,1942049.0,1739221.0
276,3.0,0.0,0.0,6632.0,0.0,0.0,0.0,0.0
277,964.0,519422.0,602365.0,886764.0,424739.0,540430.0,743286.0,911802.0
278,14.0,0.0,8530.0,81561.0,2661.0,0.0,0.0,0.0
279,397.0,1546140.0,1589838.0,1780544.0,1220295.0,694051.0,317724.0,880383.0
280,277.0,891092.0,2159841.0,1135809.0,232423.0,236485.0,904877.0,513343.0
281,330.0,1825936.0,380485.0,3710016.0,750288.0,5371767.0,1001559.0,5727314.0
282,325.0,227583.0,777645.0,526692.0,262921.0,471994.0,621181.0,857068.0
283,417.0,655432.0,808073.0,895462.0,651807.0,1408551.0,1276645.0,1018177.0
284,108.0,94201.0,47938.0,101427.0,59730.0,135037.0,62635.0,29158.0
285,599.0,286462.0,335744.0,524161.0,443372.0,478886.0,441979.0,368011.0
286,596.0,2222788.0,829263.0,1356814.0,1321585.0,1808331.0,1264135.0,2346262.0
287,570.0,301085.0,531632.0,355045.0,232605.0,365091.0,498605.0,597313.0
288,1570.0,1211570.0,1170428.0,2222248.0,2007650.0,2191169.0,1661618.0,1772075.0
289,479.0,253702.0,751210.0,1476209.0,980609.0,1024826.0,597843.0,496728.0
290,1304.0,380102.0,463269.0,1709411.0,1241386.0,1344840.0,1117831.0,1144079.0
291,1263.0,608781.0,1263830.0,962154.0,1018338.0,690081.0,1221896.0,1509674.0
292,842.0,1464812.0,2404750.0,2696605.0,1657691.0,2107065.0,2170347.0,2577452.0
293,805.0,527768.0,946391.0,1337897.0,642491.0,1070358.0,664535.0,1423819.0
294,86.0,115960.0,28637.0,305002.0,259346.0,48241.0,827095.0,307571.0
295,142.0,33062.0,111034.0,200259.0,388999.0,235065.0,1036146.0,420825.0
296,1004.0,1264367.0,2331562.0,2920940.0,1103335.0,2468853.0,1025621.0,676262.0
297,252.0,362479.0,852509.0,855866.0,560115.0,856772.0,861443.0,1522190.0
298,318.0,128025.0,1227634.0,1274053.0,593122.0,694925.0,576674.0,746375.0
299,535.0,972658.0,686804.0,574789.0,1026721.0,1363677.0,1246495.0,944285.0
300,1277.0,1264416.0,1752291.0,1349964.0,1360660.0,1276366.0,1341821.0,1715434.0
301,369.0,708481.0,554771.0,740138.0,354087.0,207306.0,624621.0,78377.0
302,440.0,409111.0,679529.0,843488.0,812293.0,319358.0,570821.0,620204.0
303,1658.0,1033639.0,1143865.0,1393506.0,1466799.0,1359635.0,1304139.0,1501053.0
304,165.0,86301.0,82892.0,409759.0,457011.0,549157.0,193772.0,1750429.0
305,87.0,228325.0,173621.0,149090.0,111546.0,6412.0,15216.0,96005.0
306,373.0,613150.0,818551.0,3044825.0,618592.0,8013129.0,788532.0,5571383.0
307,405.0,719344.0,1167163.0,1330186.0,1082951.0,1045842.0,1093425.0,1979017.0
308,440.0,584817.0,1227845.0,856605.0,798432.0,735470.0,529476.0,657007.0
309,437.0,2133153.0,2291508.0,2494407.0,2148362.0,2262699.0,2154060.0,2200548.0
310,1112.0,871146.0,829197.0,1133315.0,630515.0,1028200.0,1260033.0,1109739.0
311,517.0,576468.0,1084462.0,677040.0,705503.0,1064177.0,532890.0,756929.0
312,15.0,0.0,31705.0,34957.0,16415.0,0.0,0.0,0.0
313,861.0,1203396.0,840668.0,1269811.0,1655457.0,1364397.0,1386638.0,453856.0
314,528.0,2180936.0,1104589.0,1962737.0,828795.0,715283.0,1239375.0,819023.0
315,505.0,850358.0,2129530.0,1800540.0,970482.0,844882.0,632747.0,1430397.0
316,341.0,4364710.0,528755.0,2141190.0,1160901.0,1432617.0,1015652.0,1205739.0
317,819.0,708559.0,924963.0,1125181.0,843666.0,1194649.0,773880.0,1315031.0
318,410.0,711965.0,757916.0,943302.0,516015.0,492887.0,842416.0,909401.0
319,220.0,532719.0,505900.0,255789.0,438620.0,264094.0,306752.0,254418.0
320,471.0,773009.0,460623.0,796033.0,532795.0,1217379.0,539242.0,729445.0
321,348.0,247374.0,520187.0,1176528.0,912381.0,599794.0,776953.0,907803.0
322,1254.0,2571574.0,1520819.0,3249595.0,1016500.0,2691602.0,1552068.0,5158549.0
323,518.0,607552.0,694258.0,934038.0,551596.0,597843.0,865648.0,973842.0
324,579.0,564532.0,820709.0,270635.0,317488.0,685723.0,443198.0,477046.0
