고객번호,화장품구매횟수,화장품1,화장품2,화장품3,화장품4,화장품5,화장품6
78,14.0,295709.0,0.0,279628.0,207076.0,193119.0,75278.0
79,8.0,137423.0,29615.0,47339.0,0.0,0.0,244762.0
80,8.0,0.0,185415.0,27115.0,165129.0,262952.0,0.0
81,25.0,611394.0,1228841.0,443280.0,1036268.0,1297066.0,1446587.0
82,32.0,116512.0,619751.0,205433.0,933574.0,24171.0,2165323.0
83,26.0,847173.0,163423.0,2236684.0,238426.0,2548011.0,4798188.0
84,9.0,327198.0,184952.0,291491.0,0.0,0.0,752783.0
85,15.0,324393.0,290639.0,0.0,252039.0,389777.0,43805.0
86,32.0,516746.0,613880.0,605351.0,302056.0,1053024.0,1117540.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,15.0,105639.0,1773757.0,504459.0,0.0,810602.0,2383814.0
89,19.0,93633.0,45294.0,0.0,43207.0,18103.0,74528.0
90,11.0,308501.0,229967.0,123432.0,542567.0,0.0,342345.0
91,3.0,0.0,0.0,225962.0,0.0,450054.0,0.0
92,53.0,1287095.0,700613.0,995136.0,1045712.0,985526.0,275591.0
93,4.0,0.0,35229.0,93378.0,0.0,31706.0,0.0
94,1.0,0.0,0.0,0.0,0.0,0.0,61767.0
95,26.0,88565.0,117222.0,0.0,106776.0,178807.0,34207.0
96,35.0,873152.0,1352916.0,1360966.0,509532.0,1130848.0,534830.0
97,45.0,4492901.0,1805484.0,6588025.0,3440126.0,4805312.0,4640072.0
98,13.0,53139.0,73394.0,438028.0,176037.0,119138.0,89648.0
99,25.0,35524.0,225228.0,61010.0,585489.0,385478.0,403039.0
100,18.0,0.0,2082422.0,1310804.0,5098375.0,0.0,0.0
101,1.0,0.0,0.0,0.0,0.0,0.0,138546.0
102,52.0,555106.0,2688217.0,2650306.0,797309.0,671845.0,378805.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,11.0,66916.0,54492.0,74115.0,53210.0,6068.0,8043.0
105,6.0,9742.0,17821.0,0.0,0.0,53197.0,28739.0
106,23.0,570752.0,443967.0,170657.0,976051.0,64201.0,184442.0
107,4.0,0.0,0.0,0.0,400140.0,0.0,0.0
108,3.0,0.0,20602.0,10157.0,0.0,0.0,0.0
109,3.0,5904.0,0.0,1808.0,0.0,2013.0,0.0
110,23.0,0.0,601147.0,1315300.0,125975.0,336327.0,1059472.0
111,1.0,0.0,4017.0,0.0,0.0,0.0,0.0
112,24.0,305697.0,660543.0,1235501.0,1096083.0,1298683.0,757555.0
113,25.0,480751.0,912038.0,912320.0,992459.0,973824.0,1595322.0
114,9.0,247491.0,32963.0,0.0,65626.0,7585.0,217686.0
115,25.0,512446.0,937481.0,452940.0,80037.0,390789.0,345937.0
116,8.0,302105.0,40173.0,0.0,48776.0,0.0,52545.0
117,12.0,0.0,15451.0,45079.0,137327.0,76721.0,684690.0
118,46.0,960092.0,3585937.0,2167197.0,2966201.0,1605478.0,2080019.0
119,19.0,309437.0,54801.0,695623.0,171869.0,557257.0,509040.0
120,19.0,312241.0,776994.0,1065804.0,221575.0,0.0,0.0
121,2.0,0.0,0.0,0.0,0.0,185584.0,0.0
122,13.0,9742.0,56552.0,0.0,30454.0,131678.0,259346.0
123,14.0,68884.0,13288.0,57168.0,13436.0,5664.0,20589.0
124,5.0,0.0,101773.0,22596.0,96887.0,506.0,0.0
125,6.0,12793.0,15967.0,4971.0,23058.0,0.0,0.0
126,25.0,429541.0,80965.0,17512.0,54718.0,54613.0,331460.0
127,8.0,205668.0,0.0,272284.0,0.0,322976.0,0.0
128,26.0,128381.0,30254.0,31860.0,25231.0,21947.0,49488.0
129,7.0,0.0,61805.0,5876.0,0.0,0.0,5791.0
130,35.0,804908.0,567578.0,484405.0,1652975.0,417943.0,541961.0
131,21.0,5687.0,263700.0,45192.0,92231.0,191147.0,55761.0
132,20.0,186527.0,3399.0,41691.0,69582.0,157519.0,772815.0
133,14.0,88565.0,0.0,99762.0,57645.0,274887.0,467809.0
134,5.0,0.0,24722.0,0.0,0.0,0.0,576598.0
135,3.0,0.0,0.0,44063.0,21905.0,129454.0,0.0
136,12.0,0.0,188763.0,951977.0,1119851.0,0.0,331621.0
137,11.0,154251.0,53822.0,1082074.0,73963.0,117115.0,0.0
138,38.0,1548657.0,1744812.0,1747362.0,410295.0,2020944.0,2352716.0
139,38.0,1103618.0,1417914.0,2387398.0,1697503.0,1242754.0,315075.0
140,41.0,1892142.0,892467.0,2963093.0,1546066.0,446666.0,363684.0
141,2.0,0.0,0.0,0.0,0.0,4045.0,6434.0
143,10.0,0.0,0.0,20336.0,18447.0,0.0,28910.0
144,4.0,4231.0,0.0,61123.0,0.0,0.0,0.0
145,6.0,63570.0,0.0,1233242.0,206943.0,0.0,194576.0
146,17.0,175358.0,0.0,58976.0,420715.0,1237194.0,101336.0
147,30.0,604849.0,69737.0,104846.0,243659.0,111451.0,232323.0
148,2.0,0.0,0.0,8925.0,0.0,6675.0,0.0
149,11.0,361345.0,58715.0,241496.0,965365.0,0.0,77423.0
150,11.0,0.0,13803.0,70501.0,21462.0,6473.0,11067.0
151,11.0,0.0,408068.0,128798.0,96887.0,110491.0,241298.0
152,19.0,742076.0,223116.0,645121.0,0.0,192108.0,519603.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,13.0,447745.0,545946.0,452488.0,385596.0,156558.0,512471.0
155,34.0,351062.0,1441710.0,908309.0,429229.0,1711114.0,625443.0
156,30.0,96310.0,2002426.0,674541.0,217878.0,1394155.0,1055827.0
157,3.0,73804.0,0.0,0.0,0.0,0.0,28953.0
158,7.0,0.0,0.0,88012.0,33522.0,58507.0,3163.0
159,23.0,213147.0,279514.0,518188.0,479512.0,43236.0,569198.0
160,2.0,0.0,0.0,0.0,3104.0,0.0,213932.0
161,24.0,3001269.0,518648.0,247428.0,1658872.0,1591067.0,1594302.0
162,37.0,121177.0,480266.0,921494.0,1025590.0,133094.0,888048.0
163,19.0,486615.0,359500.0,55677.0,11883.0,1517.0,38604.0
164,1.0,0.0,0.0,0.0,0.0,232612.0,0.0
165,24.0,32474.0,642774.0,834815.0,639941.0,520547.0,0.0
166,19.0,84137.0,345800.0,147157.0,130897.0,181397.0,157205.0
167,20.0,1337232.0,171252.0,179244.0,291991.0,758468.0,285221.0
168,16.0,458078.0,622378.0,158286.0,306047.0,272864.0,1015667.0
169,9.0,2283.0,13391.0,70501.0,2572.0,55625.0,8418.0
170,25.0,411925.0,216626.0,432378.0,115289.0,182044.0,469472.0
171,6.0,38378.0,52946.0,24969.0,0.0,13148.0,6970.0
172,17.0,205224.0,137053.0,243643.0,63187.0,136937.0,200688.0
173,23.0,77071.0,53606.0,27115.0,25896.0,45067.0,49649.0
175,18.0,33851.0,24722.0,0.0,61813.0,26093.0,39730.0
176,1.0,0.0,0.0,0.0,0.0,0.0,235915.0
177,95.0,2515539.0,3404537.0,2946258.0,4251226.0,3161045.0,1975572.0
178,14.0,119267.0,37083.0,79877.0,3725.0,116711.0,55762.0
179,59.0,571293.0,912624.0,1760386.0,1403366.0,1096350.0,896939.0
180,56.0,1363900.0,1030962.0,850067.0,3019366.0,5990316.0,1757298.0
181,11.0,0.0,1323043.0,0.0,1168584.0,268061.0,1527978.0
182,38.0,723575.0,1513866.0,3218880.0,3446201.0,1440172.0,881196.0
183,17.0,4920.0,49289.0,0.0,56580.0,53784.0,32600.0
184,19.0,421619.0,539147.0,30731.0,167657.0,156377.0,59086.0
185,27.0,0.0,20808.0,52266.0,130232.0,73668.0,94914.0
186,28.0,330938.0,1067633.0,3738027.0,2502253.0,99740.0,513223.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,1.0,0.0,0.0,2260.0,0.0,0.0,0.0
189,41.0,3292885.0,1458046.0,104021.0,2721346.0,1679426.0,2037384.0
190,45.0,657349.0,1214986.0,597387.0,1259308.0,714272.0,1620896.0
191,15.0,96142.0,205502.0,129985.0,0.0,357059.0,356821.0
192,41.0,7774.0,225074.0,355551.0,570855.0,782790.0,118386.0
193,6.0,4920.0,0.0,0.0,0.0,4177.0,187498.0
194,26.0,20586.0,73189.0,58693.0,16850.0,127026.0,150664.0
195,7.0,12793.0,0.0,3672.0,18703.0,10012.0,14369.0
196,33.0,163128.0,397408.0,158940.0,256668.0,84641.0,220634.0
197,37.0,228841.0,13906.0,549754.0,751636.0,909917.0,559600.0
198,15.0,17368.0,7108.0,50221.0,9152.0,28025.0,0.0
199,19.0,63609.0,30903.0,98068.0,35030.0,44196.0,95654.0
200,23.0,389686.0,653691.0,1048463.0,547399.0,10619.0,255110.0
201,44.0,250540.0,3723349.0,1748266.0,876593.0,3527745.0,2051173.0
202,80.0,1938146.0,776376.0,2581386.0,1064338.0,2241371.0,1857133.0
203,4.0,0.0,20808.0,65258.0,0.0,0.0,4718.0
204,8.0,10824.0,6129.0,3389.0,22100.0,0.0,10616.0
205,24.0,534195.0,540074.0,633710.0,520661.0,1017475.0,205889.0
206,20.0,131863.0,0.0,131509.0,7893.0,242998.0,5898.0
207,7.0,9742.0,0.0,3389.0,49663.0,0.0,56835.0
208,21.0,218460.0,271942.0,720818.0,556046.0,551190.0,0.0
209,2.0,0.0,0.0,0.0,0.0,6574.0,6327.0
210,19.0,21551.0,128400.0,91378.0,2439.0,10012.0,11014.0
211,5.0,48612.0,0.0,0.0,116265.0,0.0,59086.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,19.0,1561844.0,1248310.0,0.0,1540523.0,662591.0,1697193.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,10.0,210785.0,58715.0,4406.0,91787.0,5310.0,5093.0
216,14.0,280849.0,5439.0,308550.0,6899.0,33274.0,14798.0
217,3.0,19681.0,105687.0,0.0,58975.0,0.0,0.0
218,46.0,0.0,135045.0,540953.0,1934813.0,160452.0,1546264.0
219,19.0,553186.0,283788.0,0.0,612494.0,129707.0,429901.0
220,32.0,31982.0,96313.0,58524.0,138789.0,47857.0,83631.0
221,20.0,12793.0,100176.0,33894.0,41548.0,135917.0,45413.0
222,52.0,117122.0,680115.0,338603.0,639719.0,950747.0,587835.0
223,20.0,373302.0,0.0,604561.0,484212.0,2854858.0,92704.0
224,2.0,0.0,0.0,0.0,0.0,54765.0,56030.0
225,21.0,86941.0,182016.0,279628.0,417877.0,923976.0,0.0
226,5.0,0.0,0.0,0.0,0.0,38108.0,423768.0
227,9.0,5806.0,15142.0,15592.0,0.0,6675.0,0.0
228,41.0,112103.0,62361.0,131487.0,165482.0,72717.0,116243.0
229,11.0,406562.0,276063.0,259743.0,0.0,539964.0,286261.0
230,1.0,0.0,7726.0,0.0,0.0,0.0,0.0
231,11.0,4920.0,32344.0,0.0,7095.0,0.0,6563.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,1.0,0.0,0.0,0.0,1153.0,0.0,0.0
234,10.0,526076.0,459934.0,914636.0,379122.0,477512.0,157902.0
235,29.0,813322.0,771122.0,1721602.0,540880.0,321865.0,261812.0
236,1.0,0.0,0.0,0.0,0.0,0.0,1072.0
237,60.0,1749700.0,1290956.0,1146247.0,1359209.0,1283613.0,1263215.0
238,5.0,0.0,3090.0,0.0,68020.0,30745.0,49220.0
239,1.0,0.0,0.0,77279.0,0.0,0.0,0.0
240,53.0,935482.0,1209918.0,115919.0,364312.0,224723.0,338645.0
241,4.0,0.0,0.0,404641.0,0.0,0.0,218007.0
242,11.0,15450.0,17408.0,0.0,12549.0,10974.0,8793.0
243,3.0,0.0,0.0,0.0,7538.0,9658.0,0.0
245,2.0,191645.0,0.0,0.0,0.0,115295.0,0.0
246,15.0,87876.0,590085.0,105716.0,330683.0,36510.0,218758.0
247,37.0,505607.0,488261.0,316911.0,734964.0,1193147.0,0.0
248,24.0,226825.0,195098.0,0.0,176880.0,255974.0,220525.0
249,12.0,0.0,326846.0,34346.0,1176158.0,196962.0,1231122.0
250,19.0,782472.0,1464938.0,106258.0,638611.0,1169736.0,1932357.0
251,15.0,110953.0,146570.0,0.0,32982.0,316039.0,167382.0
252,28.0,265694.0,41203.0,82476.0,754254.0,677911.0,381753.0
253,15.0,722986.0,600232.0,921257.0,656507.0,690251.0,0.0
254,36.0,897705.0,2177345.0,515192.0,657146.0,1079926.0,456388.0
255,34.0,1642045.0,719876.0,590325.0,2311627.0,1169281.0,637721.0
256,10.0,0.0,494133.0,0.0,2572.0,726357.0,1716.0
257,7.0,62734.0,7726.0,0.0,12948.0,0.0,7935.0
258,20.0,66916.0,139834.0,437236.0,2636697.0,452835.0,684582.0
259,20.0,33753.0,41203.0,11863.0,39863.0,10417.0,112809.0
260,15.0,36853.0,41265.0,0.0,11795.0,27266.0,10916.0
261,12.0,310961.0,225589.0,133317.0,414862.0,0.0,52545.0
262,17.0,303827.0,1085608.0,124505.0,440624.0,0.0,107341.0
263,7.0,13383.0,56037.0,0.0,0.0,0.0,158278.0
264,10.0,8364.0,23074.0,12993.0,315404.0,0.0,13404.0
265,9.0,32720.0,685008.0,30279.0,185349.0,0.0,713107.0
266,7.0,0.0,264217.0,298553.0,24432.0,0.0,242456.0
267,18.0,383290.0,1111360.0,371595.0,174042.0,512101.0,100907.0
268,2.0,51958.0,0.0,0.0,0.0,0.0,0.0
269,25.0,405726.0,883041.0,938306.0,599369.0,193169.0,1043066.0
270,33.0,6790.0,45767.0,51632.0,16601.0,71674.0,208463.0
271,32.0,1205959.0,2791585.0,1628393.0,2017596.0,1534987.0,2211703.0
272,10.0,16925.0,10301.0,0.0,29753.0,250057.0,52116.0
273,9.0,80397.0,29357.0,0.0,273980.0,0.0,130397.0
274,15.0,11612.0,36980.0,28290.0,7325.0,81919.0,40866.0
275,29.0,46349.0,328288.0,322448.0,31172.0,181195.0,118815.0
276,2.0,0.0,0.0,0.0,0.0,313520.0,0.0
277,29.0,101554.0,123302.0,413285.0,146373.0,124902.0,156937.0
278,4.0,322573.0,22662.0,0.0,0.0,0.0,0.0
279,23.0,430033.0,56758.0,197491.0,411579.0,136432.0,60104.0
280,31.0,532274.0,552538.0,2222162.0,1404438.0,509168.0,768814.0
281,3.0,0.0,0.0,0.0,75824.0,0.0,344328.0
282,57.0,449910.0,998771.0,805101.0,365198.0,849439.0,321380.0
283,6.0,0.0,0.0,203930.0,32857.0,61490.0,202726.0
284,15.0,108817.0,13391.0,7796.0,33026.0,0.0,18123.0
285,2.0,12793.0,0.0,0.0,0.0,0.0,15442.0
286,12.0,1793933.0,647821.0,42933.0,173554.0,0.0,162996.0
287,14.0,984.0,0.0,0.0,26427.0,53602.0,83535.0
288,22.0,394311.0,238722.0,186757.0,400983.0,611972.0,255003.0
289,7.0,0.0,169964.0,372148.0,0.0,0.0,128681.0
290,19.0,8660.0,23382.0,15196.0,75080.0,4652.0,56234.0
291,16.0,0.0,0.0,60061.0,92231.0,18710.0,46056.0
292,48.0,1962255.0,617485.0,1094786.0,3521625.0,1805322.0,623458.0
293,39.0,754326.0,181295.0,712458.0,533122.0,635031.0,422878.0
294,16.0,587826.0,0.0,0.0,281614.0,1839556.0,288299.0
295,5.0,73804.0,183355.0,0.0,63187.0,206570.0,0.0
296,41.0,314504.0,968796.0,1382491.0,1033822.0,446817.0,324576.0
297,10.0,289804.0,526529.0,84792.0,214836.0,422292.0,830260.0
298,7.0,1378.0,401219.0,0.0,637324.0,658140.0,0.0
299,17.0,767170.0,296511.0,1104444.0,0.0,679733.0,85573.0
300,29.0,212949.0,32963.0,290475.0,517823.0,108620.0,374032.0
301,23.0,255116.0,89051.0,614446.0,194617.0,354227.0,244440.0
302,34.0,343436.0,67213.0,42933.0,664596.0,504516.0,487486.0
303,20.0,0.0,296046.0,0.0,37026.0,69784.0,287816.0
304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,1.0,0.0,0.0,0.0,33700.0,0.0,0.0
306,9.0,129010.0,126237.0,79426.0,0.0,133064.0,75386.0
307,38.0,600273.0,322417.0,1155795.0,923105.0,170919.0,834978.0
308,3.0,37394.0,161466.0,0.0,0.0,0.0,64340.0
309,14.0,1439673.0,0.0,676190.0,2371621.0,2396207.0,2584072.0
310,3.0,0.0,13391.0,7909.0,11529.0,0.0,0.0
311,80.0,1968061.0,4918357.0,1842886.0,2194699.0,1607874.0,990200.0
312,3.0,1574.0,2266.0,2260.0,0.0,0.0,0.0
313,27.0,172898.0,685780.0,501240.0,633688.0,814749.0,305831.0
314,17.0,1292900.0,23486.0,95525.0,299086.0,62704.0,192538.0
315,21.0,1253785.0,1486941.0,50435.0,318161.0,749871.0,1265802.0
316,6.0,36459.0,105687.0,0.0,47180.0,94157.0,38711.0
317,14.0,159642.0,120366.0,0.0,28378.0,312762.0,93808.0
318,12.0,252410.0,125258.0,5367.0,47180.0,38432.0,50936.0
319,9.0,0.0,73394.0,185684.0,543409.0,334355.0,245512.0
320,8.0,0.0,0.0,195344.0,5587.0,187809.0,205782.0
321,50.0,1027698.0,583996.0,778756.0,83407.0,639532.0,612898.0
322,26.0,65144.0,61393.0,51180.0,195815.0,14058.0,170609.0
323,51.0,1710781.0,2325008.0,2023146.0,725034.0,1403713.0,1317049.0
324,38.0,0.0,719310.0,287931.0,708199.0,558765.0,0.0
325,14.0,0.0,182737.0,306517.0,78795.0,20228.0,298111.0
326,25.0,465556.0,2178890.0,311827.0,0.0,183055.0,616671.0
327,20.0,327099.0,85137.0,217206.0,365376.0,236404.0,56030.0
328,14.0,276717.0,61651.0,228616.0,23590.0,250361.0,35655.0
329,32.0,1860652.0,4221191.0,3627814.0,1775668.0,554981.0,1286734.0
330,14.0,0.0,0.0,0.0,0.0,87179.0,64180.0
331,12.0,16375.0,17141.0,5965.0,32617.0,3793.0,103255.0
332,27.0,343287.0,317781.0,150491.0,343517.0,365100.0,509522.0
333,61.0,114839.0,264269.0,258106.0,350627.0,593869.0,640038.0
334,4.0,83645.0,21632.0,88125.0,0.0,0.0,0.0
335,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,25.0,135503.0,33416.0,92791.0,53210.0,72262.0,28417.0
337,9.0,0.0,90122.0,0.0,101986.0,107406.0,0.0
338,44.0,186566.0,30120.0,18303.0,83495.0,37218.0,129697.0
339,25.0,60363.0,80264.0,39205.0,33390.0,93348.0,35065.0
340,32.0,2941195.0,1135052.0,895148.0,1548062.0,2377498.0,1572908.0
341,14.0,525879.0,0.0,505927.0,563673.0,181589.0,0.0
342,12.0,0.0,45840.0,2938.0,66424.0,11631.0,55225.0
343,5.0,0.0,69479.0,186306.0,27802.0,0.0,116134.0
344,1.0,0.0,0.0,0.0,61192.0,0.0,0.0
345,12.0,0.0,344462.0,356342.0,262016.0,0.0,488988.0
346,1.0,51417.0,0.0,0.0,0.0,0.0,0.0
347,68.0,1197250.0,377682.0,278838.0,445059.0,411421.0,1147639.0
348,1.0,0.0,0.0,0.0,0.0,0.0,321702.0
349,26.0,435819.0,55635.0,308303.0,52004.0,100509.0,9211.0
350,6.0,0.0,110580.0,0.0,0.0,5562.0,59193.0
351,52.0,2258161.0,1928733.0,389558.0,1306797.0,1406595.0,1214028.0
352,36.0,71048.0,342606.0,753300.0,555380.0,16384.0,88898.0
353,6.0,37886.0,18686.0,0.0,0.0,40455.0,1072.0
354,19.0,10706.0,38011.0,42820.0,39029.0,8495.0,47183.0
355,7.0,0.0,5099.0,16382.0,17560.0,0.0,25629.0
356,4.0,229580.0,215288.0,0.0,0.0,0.0,0.0
357,3.0,11798.0,0.0,0.0,0.0,0.0,0.0
358,65.0,2275973.0,3618332.0,1953596.0,1983933.0,3595486.0,1715745.0
359,14.0,186970.0,137105.0,246863.0,415927.0,203485.0,19302.0
360,13.0,68195.0,30800.0,50163.0,21285.0,9406.0,76779.0
361,8.0,112182.0,0.0,79426.0,62345.0,108418.0,109594.0
362,11.0,59663.0,0.0,11298.0,3902.0,35569.0,0.0
363,21.0,729390.0,421202.0,380361.0,204726.0,181529.0,709064.0
364,30.0,0.0,269625.0,181785.0,52413.0,145939.0,163961.0
365,42.0,348631.0,170241.0,348615.0,85492.0,82932.0,303654.0
366,4.0,62488.0,0.0,10168.0,0.0,0.0,0.0
367,54.0,465625.0,914088.0,1770465.0,923064.0,1734579.0,842539.0
368,26.0,117840.0,204988.0,375368.0,104114.0,187102.0,109540.0
369,5.0,76756.0,81542.0,10620.0,0.0,0.0,98784.0
370,8.0,0.0,0.0,14688.0,39100.0,0.0,14155.0
371,22.0,22181.0,11228.0,40108.0,41993.0,24293.0,201663.0
372,28.0,49940.0,70870.0,28019.0,31705.0,12945.0,103632.0
373,33.0,179393.0,21631.0,94564.0,1523895.0,3603972.0,353122.0
374,30.0,165468.0,823966.0,610829.0,24432.0,681300.0,464591.0
375,24.0,302893.0,0.0,140661.0,378013.0,220475.0,67770.0
376,2.0,0.0,0.0,0.0,11733.0,5967.0,0.0
377,16.0,138358.0,195716.0,465820.0,248536.0,141236.0,327010.0
378,24.0,900263.0,337611.0,127498.0,534984.0,908857.0,1040064.0
379,13.0,186036.0,48929.0,297309.0,0.0,153828.0,566893.0
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,17.0,220625.0,200021.0,0.0,53920.0,245961.0,1070679.0
382,8.0,44873.0,0.0,0.0,128901.0,250058.0,0.0
383,21.0,699466.0,776994.0,338095.0,584691.0,1176966.0,631288.0
384,33.0,245424.0,89103.0,82363.0,119581.0,64323.0,106537.0
385,19.0,78725.0,43263.0,32199.0,76117.0,72817.0,32652.0
386,18.0,189134.0,83489.0,83267.0,3370.0,105687.0,0.0
387,16.0,101899.0,115266.0,924127.0,35385.0,243433.0,425130.0
388,16.0,308501.0,822987.0,448647.0,1231815.0,831840.0,1863459.0
389,27.0,204191.0,196591.0,148795.0,266672.0,439333.0,265297.0
390,10.0,16631.0,29666.0,0.0,33816.0,10518.0,59193.0
391,53.0,2224506.0,3285409.0,2203974.0,238293.0,576473.0,1517685.0
392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,33.0,703943.0,713026.0,0.0,2290742.0,627395.0,3273159.0
394,8.0,249605.0,138135.0,302562.0,0.0,0.0,115116.0
395,21.0,46231.0,0.0,16720.0,163532.0,0.0,53777.0
396,21.0,58896.0,298467.0,109309.0,127109.0,402267.0,224226.0
397,42.0,112989.0,48414.0,111953.0,164614.0,73021.0,108199.0
