고객번호,기타구매횟수,기타1,기타2,기타3,기타4,기타5,기타6
43,1.0,0.0,6181.0,0.0,0.0,0.0,0.0
44,16.0,5904.0,54595.0,0.0,136130.0,116912.0,33886.0
45,35.0,3936.0,30903.0,33894.0,388310.0,275798.0,191840.0
46,56.0,112773.0,136797.0,177944.0,406170.0,470788.0,236450.0
47,21.0,59043.0,46457.0,188735.0,0.0,97596.0,48684.0
48,17.0,4133.0,971845.0,19308.0,132618.0,162707.0,33736.0
49,47.0,319818.0,247220.0,323691.0,277136.0,456528.0,255539.0
50,54.0,195689.0,26164.0,179142.0,91396.0,135036.0,63268.0
51,11.0,0.0,0.0,92983.0,1774.0,14665.0,17693.0
52,137.0,273675.0,301682.0,494969.0,456143.0,436452.0,730789.0
53,55.0,0.0,31418.0,81821.0,193550.0,133095.0,270815.0
54,37.0,61700.0,122889.0,185854.0,82297.0,51984.0,71417.0
55,2.0,0.0,0.0,0.0,66513.0,242119.0,0.0
56,84.0,461818.0,393699.0,442435.0,441424.0,323434.0,224333.0
57,1.0,0.0,0.0,0.0,66513.0,0.0,0.0
58,26.0,267170.0,226104.0,283582.0,111742.0,180274.0,210469.0
59,29.0,172210.0,79317.0,92080.0,105534.0,226038.0,142782.0
60,19.0,32473.0,20086.0,54796.0,79195.0,47533.0,69800.0
61,12.0,18696.0,93739.0,0.0,5321.0,11732.0,0.0
62,105.0,316570.0,356771.0,277143.0,240954.0,519736.0,460466.0
63,7.0,26569.0,7417.0,15252.0,0.0,0.0,13940.0
64,8.0,0.0,0.0,5649.0,27048.0,0.0,21447.0
65,45.0,23618.0,33993.0,97728.0,8868.0,250818.0,277842.0
66,50.0,30506.0,30902.0,18529.0,50021.0,116284.0,136939.0
67,3.0,0.0,0.0,0.0,3370.0,4855.0,5147.0
68,63.0,322081.0,487641.0,592031.0,353593.0,277809.0,611138.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,79.0,272481.0,281010.0,416332.0,276695.0,550177.0,9544.0
71,26.0,2460.0,0.0,15252.0,12682.0,61187.0,32920.0
72,7.0,0.0,6181.0,11298.0,0.0,146040.0,24128.0
73,8.0,0.0,180266.0,166082.0,0.0,3034.0,25736.0
74,40.0,193880.0,76607.0,181040.0,227916.0,161209.0,85305.0
75,14.0,5856.0,48415.0,38075.0,0.0,9608.0,0.0
76,18.0,19780.0,10301.0,32425.0,16052.0,12137.0,36244.0
77,48.0,111474.0,97755.0,374135.0,208584.0,270487.0,147512.0
78,106.0,243898.0,94563.0,758973.0,508248.0,532935.0,655029.0
79,34.0,116119.0,121550.0,218278.0,70415.0,197518.0,65413.0
80,25.0,58553.0,31006.0,61009.0,132138.0,46523.0,43965.0
81,88.0,187656.0,183975.0,217488.0,174263.0,426796.0,166558.0
82,33.0,125468.0,149095.0,256466.0,74494.0,196710.0,346042.0
83,73.0,157449.0,168935.0,252285.0,262059.0,95340.0,205783.0
84,19.0,88270.0,192420.0,118721.0,64562.0,79816.0,61337.0
85,1.0,0.0,0.0,0.0,0.0,162019.0,0.0
86,31.0,5412.0,0.0,0.0,75380.0,91223.0,31636.0
87,81.0,143329.0,248661.0,158739.0,126553.0,196507.0,249746.0
88,59.0,8856.0,327054.0,562226.0,293456.0,220881.0,195165.0
89,33.0,72329.0,2884.0,108237.0,53564.0,28317.0,40750.0
90,42.0,253887.0,245882.0,220877.0,184374.0,110239.0,226585.0
91,17.0,0.0,20190.0,73664.0,50284.0,29229.0,56405.0
92,36.0,95058.0,19366.0,84735.0,145441.0,85156.0,344114.0
93,43.0,183143.0,152102.0,203682.0,20220.0,368951.0,269350.0
94,20.0,0.0,0.0,231046.0,319084.0,0.0,78602.0
95,16.0,29523.0,0.0,4519.0,21196.0,9405.0,12762.0
96,12.0,14761.0,79934.0,143485.0,0.0,66750.0,86538.0
97,30.0,617840.0,101361.0,332107.0,217515.0,88403.0,167758.0
98,41.0,17320.0,259067.0,16834.0,28114.0,63514.0,125571.0
99,96.0,521528.0,869269.0,799607.0,447987.0,550949.0,850881.0
100,15.0,69868.0,0.0,106767.0,77599.0,6068.0,50935.0
101,28.0,32473.0,19984.0,74737.0,24786.0,126017.0,2788.0
102,9.0,39165.0,10301.0,11298.0,86555.0,111856.0,8579.0
103,5.0,18697.0,0.0,68354.0,15608.0,0.0,0.0
104,9.0,0.0,0.0,0.0,53564.0,5462.0,22520.0
105,12.0,0.0,0.0,45192.0,1774.0,293799.0,316339.0
106,20.0,97913.0,407193.0,14575.0,169829.0,45966.0,86055.0
107,25.0,172012.0,139886.0,85866.0,118792.0,76863.0,146697.0
108,23.0,130929.0,0.0,41012.0,187469.0,11125.0,76136.0
109,2.0,48711.0,0.0,89933.0,0.0,0.0,0.0
110,44.0,201534.0,154636.0,179186.0,179636.0,207935.0,61069.0
111,1.0,0.0,0.0,0.0,0.0,0.0,5362.0
112,33.0,406178.0,0.0,33894.0,102252.0,87988.0,126911.0
113,86.0,215802.0,311488.0,301275.0,247412.0,123012.0,196187.0
114,18.0,13777.0,71077.0,29376.0,111297.0,50568.0,31097.0
115,16.0,24060.0,16481.0,83606.0,47135.0,74334.0,149216.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,78.0,254752.0,159355.0,198023.0,125930.0,142905.0,420336.0
118,20.0,99045.0,41203.0,99738.0,149699.0,20025.0,55011.0
119,49.0,163048.0,274117.0,234548.0,102570.0,183491.0,20803.0
120,38.0,57105.0,167760.0,36708.0,146726.0,12966.0,316662.0
121,139.0,386635.0,272622.0,302677.0,344270.0,390586.0,210501.0
122,40.0,265793.0,182758.0,239123.0,302934.0,383457.0,209803.0
123,5.0,0.0,0.0,22257.0,0.0,61795.0,0.0
124,32.0,144903.0,86527.0,81911.0,52943.0,61187.0,61659.0
125,74.0,204682.0,254226.0,355324.0,75381.0,183057.0,221437.0
126,12.0,46250.0,2060.0,24291.0,64562.0,40960.0,27238.0
127,148.0,54616.0,209724.0,281456.0,167079.0,334961.0,261869.0
128,7.0,0.0,0.0,0.0,4416.0,10114.0,27882.0
129,1.0,0.0,0.0,0.0,2661.0,0.0,0.0
130,6.0,19681.0,6181.0,343903.0,17737.0,0.0,8579.0
131,29.0,23538.0,155584.0,87786.0,135703.0,187050.0,176378.0
132,27.0,0.0,0.0,0.0,34144.0,51984.0,3217.0
133,61.0,166305.0,94653.0,248434.0,83149.0,152135.0,171340.0
134,11.0,0.0,129790.0,54231.0,12416.0,69783.0,65949.0
135,3.0,9152.0,0.0,0.0,0.0,0.0,79783.0
136,31.0,8364.0,114339.0,179300.0,165840.0,76863.0,201923.0
137,16.0,0.0,145757.0,105524.0,81412.0,18205.0,214789.0
138,59.0,95453.0,296459.0,363574.0,225346.0,132183.0,365024.0
139,93.0,556435.0,245160.0,477007.0,372829.0,240674.0,68951.0
140,28.0,639655.0,1761282.0,137271.0,50106.0,307130.0,34315.0
141,1.0,0.0,0.0,0.0,0.0,0.0,5362.0
143,8.0,0.0,0.0,5536.0,0.0,5583.0,121175.0
144,4.0,0.0,15915.0,0.0,0.0,318577.0,40749.0
145,21.0,175162.0,23692.0,203364.0,275539.0,185078.0,123319.0
146,58.0,359996.0,410592.0,291390.0,467015.0,176784.0,198277.0
147,68.0,329854.0,425015.0,184102.0,197499.0,217502.0,458049.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,25.0,0.0,4635.0,137272.0,58887.0,73526.0,133185.0
150,48.0,75576.0,0.0,81346.0,98880.0,106903.0,113628.0
151,40.0,322475.0,239443.0,275446.0,83806.0,166267.0,518263.0
152,39.0,76756.0,152348.0,132189.0,126818.0,75345.0,106160.0
153,14.0,45265.0,38577.0,11072.0,24388.0,9629.0,0.0
154,171.0,841370.0,797426.0,641980.0,715403.0,523974.0,781651.0
155,20.0,94744.0,38113.0,0.0,162292.0,118936.0,71846.0
156,5.0,15154.0,0.0,0.0,102518.0,25890.0,0.0
157,22.0,7872.0,63866.0,119759.0,33700.0,111856.0,209643.0
158,5.0,0.0,16996.0,40300.0,10287.0,0.0,0.0
159,25.0,78330.0,220119.0,0.0,26427.0,63715.0,558796.0
160,27.0,7872.0,86836.0,165404.0,141097.0,50457.0,46110.0
161,54.0,260382.0,51504.0,246863.0,1157692.0,893089.0,322183.0
162,5.0,8886.0,0.0,0.0,0.0,28824.0,11260.0
163,9.0,46418.0,127422.0,0.0,0.0,0.0,27559.0
164,145.0,256936.0,406884.0,1426384.0,1585221.0,2977031.0,2493179.0
165,14.0,88860.0,223838.0,29149.0,221088.0,32060.0,46218.0
166,26.0,26303.0,0.0,61800.0,56759.0,66648.0,69531.0
167,2.0,39165.0,0.0,0.0,0.0,14462.0,0.0
168,22.0,23371.0,75834.0,523214.0,101897.0,31454.0,402181.0
169,15.0,0.0,13844.0,57857.0,4434.0,11934.0,59590.0
170,34.0,0.0,0.0,0.0,5764.0,37318.0,116883.0
171,76.0,93061.0,167284.0,223713.0,66956.0,45712.0,148519.0
172,59.0,220920.0,342503.0,395997.0,200424.0,181842.0,268943.0
173,16.0,0.0,128246.0,53779.0,70414.0,35903.0,2145.0
175,76.0,21995.0,10301.0,65303.0,64741.0,96486.0,80538.0
176,2.0,0.0,0.0,24404.0,0.0,9102.0,0.0
177,28.0,291870.0,123508.0,346287.0,147215.0,209350.0,210178.0
178,15.0,8364.0,61805.0,0.0,63853.0,2023.0,79674.0
179,16.0,43987.0,26576.0,25986.0,183753.0,15171.0,108414.0
180,49.0,72821.0,206018.0,170376.0,219934.0,255821.0,358374.0
181,79.0,350323.0,92089.0,313861.0,471328.0,452198.0,651767.0
182,42.0,181755.0,349715.0,399354.0,423891.0,83690.0,313659.0
183,16.0,0.0,0.0,0.0,6917.0,79613.0,16514.0
184,47.0,0.0,185066.0,182126.0,153157.0,87988.0,162536.0
185,10.0,0.0,5150.0,39543.0,31287.0,13653.0,18766.0
186,27.0,10096.0,140792.0,109252.0,49663.0,118449.0,203316.0
187,11.0,40010.0,0.0,67789.0,30152.0,0.0,8900.0
188,1.0,0.0,0.0,0.0,4558.0,0.0,0.0
189,31.0,54320.0,26576.0,9942.0,29266.0,0.0,255835.0
190,9.0,0.0,40997.0,0.0,28201.0,0.0,210820.0
191,4.0,0.0,617835.0,0.0,0.0,0.0,80104.0
192,62.0,0.0,59797.0,242008.0,210533.0,222905.0,97046.0
193,54.0,49499.0,73630.0,63948.0,105553.0,80808.0,37148.0
194,24.0,0.0,0.0,80104.0,7007.0,28723.0,42734.0
195,28.0,11612.0,0.0,0.0,34258.0,64807.0,45608.0
196,32.0,110046.0,150175.0,69371.0,35784.0,42982.0,112917.0
197,4.0,0.0,0.0,0.0,47002.0,0.0,84286.0
198,31.0,0.0,55522.0,40673.0,37249.0,26700.0,61553.0
199,10.0,14761.0,13391.0,26438.0,17737.0,413847.0,350655.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,15.0,15892.0,0.0,19851.0,207343.0,38432.0,55922.0
202,20.0,18205.0,87094.0,691072.0,64739.0,112514.0,0.0
203,34.0,0.0,16996.0,0.0,55074.0,92031.0,59943.0
204,34.0,0.0,10095.0,357019.0,12417.0,13655.0,113136.0
205,40.0,0.0,0.0,86656.0,72648.0,45007.0,86216.0
206,10.0,0.0,12361.0,38978.0,18624.0,3034.0,112596.0
207,4.0,16729.0,0.0,0.0,16406.0,0.0,90076.0
208,14.0,9841.0,241246.0,937627.0,6030.0,655359.0,101926.0
209,87.0,210094.0,174083.0,266859.0,83895.0,55119.0,189589.0
210,6.0,0.0,0.0,0.0,32991.0,0.0,8579.0
211,62.0,113662.0,58202.0,137832.0,76179.0,43996.0,137259.0
212,1.0,0.0,0.0,0.0,0.0,0.0,5362.0
213,36.0,54615.0,142667.0,117387.0,103228.0,179312.0,25683.0
214,18.0,35424.0,29873.0,9038.0,46117.0,9102.0,37532.0
215,39.0,1476.0,40585.0,30731.0,80081.0,36196.0,67560.0
216,66.0,65734.0,52635.0,138516.0,27225.0,124296.0,172968.0
217,12.0,18156.0,7695.0,0.0,26162.0,2528.0,111524.0
218,30.0,58847.0,180471.0,206980.0,114402.0,21744.0,70559.0
219,88.0,133928.0,91677.0,568690.0,142782.0,437612.0,541906.0
220,6.0,9840.0,0.0,64964.0,0.0,88190.0,11689.0
221,26.0,27554.0,49342.0,26890.0,167399.0,54512.0,34315.0
222,28.0,27071.0,81748.0,99186.0,154132.0,92033.0,152272.0
223,27.0,17812.0,0.0,157608.0,89552.0,114284.0,121710.0
224,64.0,279570.0,530905.0,487230.0,437769.0,580702.0,599287.0
225,13.0,157645.0,0.0,14688.0,29265.0,67882.0,13522.0
226,30.0,82464.0,71694.0,0.0,54556.0,47652.0,45168.0
227,2.0,36902.0,0.0,0.0,0.0,38937.0,0.0
228,5.0,18205.0,0.0,91062.0,0.0,0.0,0.0
229,7.0,16827.0,0.0,33262.0,22880.0,186898.0,132434.0
230,37.0,24404.0,0.0,42142.0,125719.0,190480.0,170073.0
231,3.0,0.0,0.0,0.0,10642.0,12541.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,12.0,44184.0,0.0,96599.0,29265.0,62704.0,79353.0
234,57.0,78232.0,109088.0,163822.0,247093.0,254455.0,265833.0
235,17.0,48465.0,105059.0,95525.0,15165.0,0.0,175597.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,84.0,204644.0,395141.0,561628.0,531659.0,636891.0,587277.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,25.0,0.0,0.0,0.0,17648.0,81921.0,154629.0
240,28.0,27298.0,192358.0,51903.0,52395.0,34184.0,46079.0
241,12.0,10824.0,21529.0,367289.0,43986.0,0.0,80983.0
242,12.0,0.0,27298.0,27116.0,44785.0,14564.0,19302.0
243,14.0,5904.0,53565.0,20337.0,5321.0,18508.0,26808.0
245,6.0,29522.0,0.0,9038.0,16478.0,10114.0,8579.0
246,49.0,73215.0,123713.0,351462.0,321406.0,285069.0,416216.0
247,182.0,414778.0,481561.0,633482.0,378322.0,358831.0,222190.0
248,27.0,154202.0,152041.0,50841.0,47002.0,0.0,103802.0
249,29.0,0.0,80141.0,125499.0,99947.0,227655.0,135757.0
250,20.0,33458.0,30903.0,16947.0,105445.0,144422.0,84715.0
251,8.0,0.0,0.0,60546.0,57201.0,5451.0,25564.0
252,29.0,142195.0,57169.0,82274.0,74849.0,49556.0,59515.0
253,35.0,81823.0,209262.0,1501628.0,728403.0,280075.0,161227.0
254,6.0,0.0,55521.0,18642.0,67400.0,22250.0,0.0
255,81.0,512497.0,305834.0,409702.0,473879.0,400730.0,493329.0
256,11.0,11809.0,109148.0,143204.0,69173.0,0.0,68201.0
257,57.0,167879.0,121652.0,224470.0,154468.0,173145.0,391726.0
258,30.0,0.0,24722.0,99728.0,7982.0,139567.0,137794.0
259,17.0,0.0,9785.0,0.0,9756.0,35399.0,28954.0
260,12.0,0.0,70046.0,159754.0,5322.0,6068.0,2145.0
261,30.0,101947.0,90648.0,50277.0,251418.0,138051.0,83106.0
262,3.0,0.0,27812.0,0.0,0.0,48343.0,28953.0
263,10.0,0.0,25649.0,0.0,15342.0,0.0,48792.0
264,4.0,0.0,0.0,0.0,25630.0,13350.0,0.0
265,36.0,49694.0,392237.0,47678.0,137638.0,187606.0,653527.0
266,5.0,0.0,17511.0,111851.0,0.0,6068.0,461900.0
267,56.0,52448.0,160591.0,180884.0,112894.0,106192.0,80961.0
268,47.0,201141.0,14009.0,127216.0,104288.0,216228.0,111257.0
269,1.0,0.0,39864.0,0.0,0.0,0.0,0.0
270,18.0,0.0,0.0,0.0,31218.0,28419.0,17586.0
271,18.0,105490.0,28121.0,66658.0,78041.0,0.0,90077.0
272,46.0,129305.0,150187.0,292735.0,148989.0,260182.0,177363.0
273,66.0,26471.0,116401.0,219521.0,450337.0,226089.0,265404.0
274,43.0,7676.0,36153.0,35248.0,27846.0,47028.0,64770.0
275,55.0,60872.0,146046.0,112585.0,141538.0,117115.0,71097.0
276,3.0,0.0,0.0,0.0,0.0,866369.0,0.0
277,40.0,62369.0,171922.0,63890.0,69705.0,188011.0,56298.0
278,3.0,0.0,0.0,26890.0,0.0,0.0,0.0
279,82.0,117793.0,265039.0,694944.0,410162.0,592291.0,701170.0
280,202.0,339391.0,856838.0,1282634.0,333176.0,480191.0,371997.0
281,55.0,103325.0,162239.0,175199.0,296720.0,172842.0,450768.0
282,29.0,412221.0,209776.0,148005.0,69173.0,99113.0,55762.0
283,7.0,54123.0,0.0,0.0,85615.0,6068.0,6434.0
284,2.0,0.0,0.0,0.0,2767.0,5310.0,0.0
285,12.0,5412.0,20602.0,11298.0,21551.0,5057.0,21233.0
286,20.0,29522.0,179132.0,29375.0,45229.0,136462.0,115813.0
287,39.0,0.0,421511.0,222008.0,250976.0,98405.0,169161.0
288,132.0,905520.0,834722.0,1088050.0,591776.0,779452.0,1021993.0
289,84.0,60026.0,211166.0,397072.0,273411.0,234635.0,357066.0
290,46.0,0.0,0.0,72535.0,84960.0,119136.0,157548.0
291,3.0,0.0,10301.0,0.0,3725.0,0.0,12332.0
292,10.0,46743.0,82921.0,23726.0,0.0,17193.0,10723.0
293,28.0,44479.0,32995.0,40674.0,20841.0,8394.0,156646.0
294,19.0,55599.0,0.0,67676.0,668009.0,128422.0,109678.0
295,54.0,376155.0,90134.0,74454.0,125841.0,425277.0,356339.0
296,4.0,0.0,0.0,0.0,0.0,878717.0,316609.0
297,15.0,0.0,183066.0,138729.0,8868.0,27964.0,36674.0
298,44.0,0.0,936389.0,674009.0,149521.0,467702.0,441343.0
299,11.0,0.0,0.0,0.0,27758.0,6068.0,46967.0
300,52.0,10825.0,30903.0,110835.0,250978.0,135959.0,358199.0
301,61.0,22043.0,259892.0,224267.0,402180.0,407223.0,652894.0
302,50.0,57468.0,90339.0,73269.0,159419.0,56726.0,98517.0
303,49.0,64997.0,50474.0,239688.0,229025.0,6069.0,242758.0
304,9.0,16729.0,75505.0,4519.0,0.0,0.0,39676.0
305,20.0,105343.0,104039.0,135802.0,23945.0,1536939.0,281253.0
306,6.0,8856.0,0.0,53892.0,0.0,0.0,69434.0
307,82.0,264327.0,305215.0,538124.0,250885.0,165357.0,631180.0
308,5.0,4428.0,16481.0,5593.0,0.0,4956.0,139404.0
309,13.0,0.0,533585.0,201219.0,504592.0,45511.0,131897.0
310,12.0,4920.0,67986.0,96033.0,2483.0,0.0,14478.0
311,3.0,50187.0,0.0,91232.0,22969.0,0.0,0.0
312,4.0,0.0,0.0,608063.0,189960.0,0.0,43430.0
313,77.0,393524.0,945310.0,1315380.0,1226809.0,852878.0,1805609.0
314,35.0,203599.0,201300.0,148569.0,214977.0,183481.0,65197.0
315,28.0,5068.0,213537.0,85754.0,112141.0,996692.0,128466.0
316,121.0,442483.0,471266.0,537269.0,597063.0,333951.0,301541.0
317,24.0,47088.0,44910.0,213478.0,22880.0,39140.0,82570.0
318,23.0,94075.0,75031.0,87899.0,3326.0,76256.0,3753.0
319,50.0,405874.0,479834.0,500707.0,238427.0,109682.0,88887.0
320,82.0,69179.0,134941.0,162128.0,138791.0,273064.0,413063.0
321,65.0,235731.0,232285.0,467176.0,166210.0,414048.0,177257.0
322,11.0,13285.0,86527.0,42142.0,90990.0,7079.0,25201.0
323,19.0,93682.0,49032.0,4406.0,135331.0,50669.0,2466.0
324,47.0,111396.0,137724.0,99537.0,323251.0,280347.0,3110.0
325,17.0,64967.0,94562.0,0.0,48598.0,58052.0,9008.0
326,82.0,62163.0,108231.0,202859.0,207467.0,827493.0,286799.0
327,28.0,167142.0,87918.0,138324.0,73341.0,155749.0,105229.0
328,24.0,51407.0,159736.0,933482.0,8868.0,77834.0,91042.0
329,55.0,163645.0,230122.0,196586.0,61105.0,34942.0,57370.0
330,10.0,14761.0,0.0,0.0,0.0,34891.0,48630.0
331,26.0,23616.0,6181.0,55361.0,30951.0,22755.0,41929.0
332,31.0,53139.0,39143.0,156364.0,79728.0,25790.0,40748.0
333,50.0,11808.0,61662.0,49826.0,73252.0,107203.0,77637.0
334,16.0,42806.0,27709.0,78761.0,0.0,0.0,17125.0
335,42.0,39579.0,82923.0,263326.0,69501.0,228213.0,204861.0
336,6.0,19681.0,0.0,66659.0,0.0,64727.0,52545.0
337,8.0,0.0,0.0,0.0,103130.0,110036.0,47140.0
338,26.0,0.0,75196.0,74906.0,53477.0,209349.0,36438.0
339,9.0,0.0,12361.0,7344.0,86910.0,250108.0,6970.0
340,64.0,143436.0,186168.0,151834.0,167550.0,61996.0,92629.0
341,87.0,190070.0,100794.0,230165.0,317744.0,446168.0,327792.0
342,23.0,0.0,0.0,0.0,6918.0,59769.0,36888.0
343,57.0,113265.0,109169.0,260422.0,195104.0,236761.0,145194.0
344,4.0,56583.0,103009.0,0.0,0.0,0.0,28310.0
345,54.0,86596.0,294369.0,294316.0,206191.0,198124.0,273789.0
346,27.0,92895.0,169449.0,16721.0,101898.0,5967.0,91254.0
347,10.0,27061.0,31933.0,0.0,51437.0,71807.0,0.0
348,3.0,0.0,0.0,0.0,3370.0,0.0,19302.0
349,153.0,1125353.0,966758.0,773829.0,362669.0,249319.0,334032.0
350,106.0,45956.0,131067.0,61823.0,279989.0,149743.0,172842.0
351,41.0,503452.0,58611.0,20789.0,100478.0,380734.0,54367.0
352,17.0,9053.0,29460.0,57056.0,64740.0,0.0,11581.0
353,24.0,0.0,47384.0,203252.0,15520.0,27307.0,63699.0
354,12.0,33064.0,12362.0,0.0,0.0,0.0,25414.0
355,64.0,120351.0,513549.0,271155.0,529350.0,158175.0,67877.0
356,102.0,697696.0,308098.0,588756.0,552898.0,226494.0,181247.0
357,4.0,0.0,72106.0,0.0,0.0,0.0,142407.0
358,8.0,26569.0,139783.0,0.0,8780.0,19772.0,22991.0
359,74.0,91911.0,112856.0,90950.0,166282.0,311297.0,134044.0
360,34.0,411237.0,192522.0,0.0,164686.0,70694.0,297897.0
361,35.0,129305.0,56757.0,1328845.0,532287.0,98395.0,141614.0
362,4.0,0.0,13906.0,0.0,0.0,0.0,102838.0
363,15.0,266089.0,53255.0,43724.0,45761.0,27458.0,87932.0
364,25.0,0.0,103008.0,163821.0,172046.0,109225.0,142945.0
365,38.0,270712.0,471058.0,391705.0,23057.0,72818.0,41500.0
366,10.0,0.0,0.0,135578.0,62079.0,171930.0,198918.0
367,11.0,83054.0,19056.0,22031.0,17293.0,5360.0,0.0
368,69.0,170378.0,370224.0,282846.0,57644.0,229802.0,274871.0
369,11.0,258216.0,527611.0,402596.0,25984.0,352256.0,0.0
370,10.0,88270.0,8756.0,0.0,29266.0,14058.0,10188.0
371,63.0,6396.0,44809.0,63269.0,152178.0,68973.0,164607.0
372,27.0,0.0,29357.0,16269.0,6740.0,67459.0,50186.0
373,36.0,83153.0,104554.0,229260.0,107486.0,50467.0,189266.0
374,78.0,244239.0,241369.0,253359.0,261660.0,224926.0,201813.0
375,61.0,182857.0,151115.0,1218748.0,189962.0,160938.0,187466.0
376,7.0,0.0,0.0,0.0,0.0,21339.0,10937.0
377,110.0,227511.0,319531.0,408615.0,392851.0,171587.0,427702.0
378,25.0,150560.0,57685.0,201671.0,165839.0,220476.0,300255.0
379,30.0,92993.0,301610.0,69484.0,112363.0,579639.0,138439.0
380,1.0,0.0,0.0,0.0,4434.0,0.0,0.0
381,17.0,24995.0,17820.0,16858.0,26623.0,61997.0,18230.0
382,42.0,140622.0,188299.0,144728.0,108547.0,140983.0,165463.0
383,12.0,22436.0,18027.0,101796.0,119687.0,48545.0,55440.0
384,8.0,0.0,0.0,9603.0,57999.0,10417.0,10723.0
385,16.0,0.0,87805.0,28584.0,0.0,46927.0,21662.0
386,53.0,201241.0,163785.0,198847.0,48775.0,71806.0,37531.0
387,39.0,42314.0,286157.0,344590.0,154309.0,116508.0,359341.0
388,31.0,315439.0,151422.0,55926.0,57644.0,149175.0,17157.0
389,11.0,16925.0,5150.0,20337.0,3548.0,13552.0,14476.0
390,1.0,6888.0,0.0,0.0,0.0,0.0,0.0
391,51.0,129894.0,157274.0,141904.0,51436.0,54108.0,95224.0
392,184.0,272399.0,117696.0,12157.0,112534.0,154875.0,179034.0
393,22.0,0.0,63351.0,28245.0,437654.0,166874.0,144230.0
394,14.0,34343.0,72024.0,0.0,14012.0,31393.0,71202.0
395,15.0,0.0,189227.0,0.0,15963.0,277717.0,10681.0
396,17.0,0.0,8756.0,8474.0,72722.0,18406.0,16085.0
397,9.0,0.0,0.0,11242.0,53211.0,66244.0,2895.0
398,60.0,562093.0,1033649.0,123996.0,178034.0,80301.0,0.0
399,13.0,57027.0,7829.0,46684.0,8425.0,52338.0,90141.0
400,6.0,0.0,0.0,12202.0,7582.0,12187.0,96082.0
401,26.0,56879.0,24928.0,135406.0,198404.0,120353.0,67236.0
402,14.0,22240.0,51505.0,10168.0,14190.0,54613.0,25737.0
